#Data tag : 24v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
361443:8333,40:40,11/01/22 18:11:32,STABLE BEAMS,6800,113711.198226722,45502.307840727,7.8,HFET
361443:8333,41:41,11/01/22 18:11:55,STABLE BEAMS,6800,224312.979560737,221943.771281334,23.0,HFET
361443:8333,42:42,11/01/22 18:12:18,STABLE BEAMS,6800,332548.909600642,327150.963034847,33.9,HFET
361443:8333,43:43,11/01/22 18:12:42,STABLE BEAMS,6800,418525.687685109,373349.262670732,51.4,HFET
361443:8333,44:44,11/01/22 18:13:05,STABLE BEAMS,6800,409739.118438026,400445.493124901,53.4,HFET
361443:8333,45:45,11/01/22 18:13:28,STABLE BEAMS,6800,312311.922505461,307758.238742308,46.2,HFET
361443:8333,46:46,11/01/22 18:13:52,STABLE BEAMS,6800,210704.583824551,208752.078565350,31.1,HFET
361443:8333,47:47,11/01/22 18:14:15,STABLE BEAMS,6800,111118.033269286,24149.955680445,21.0,HFET
361443:8333,48:48,11/01/22 18:14:38,STABLE BEAMS,6800,43352.244195236,8328.615262466,6.8,HFET
361443:8333,49:49,11/01/22 18:15:01,STABLE BEAMS,6800,255136.931335624,250440.082091817,3.4,HFET
361443:8333,50:50,11/01/22 18:15:25,STABLE BEAMS,6800,36222.039604002,36127.917205189,8.5,HFET
361443:8333,51:51,11/01/22 18:15:48,STABLE BEAMS,6800,72031.633202274,71761.851961664,6.2,HFET
361443:8333,52:52,11/01/22 18:16:11,STABLE BEAMS,6800,159381.851851640,158278.994651258,11.4,HFET
361443:8333,53:53,11/01/22 18:16:35,STABLE BEAMS,6800,275092.051483685,271739.875205451,27.7,HFET
361443:8333,54:54,11/01/22 18:16:58,STABLE BEAMS,6800,389034.001946750,381642.503569561,38.7,HFET
361443:8333,55:55,11/01/22 18:17:21,STABLE BEAMS,6800,417550.278439495,402223.851479435,53.0,HFET
361443:8333,56:56,11/01/22 18:17:45,STABLE BEAMS,6800,335902.862160240,330509.353966778,51.3,HFET
361443:8333,57:57,11/01/22 18:18:08,STABLE BEAMS,6800,213307.878947241,211309.935618179,32.6,HFET
361443:8333,58:58,11/01/22 18:18:31,STABLE BEAMS,6800,108259.025427363,107722.957231923,21.9,HFET
361443:8333,59:59,11/01/22 18:18:55,STABLE BEAMS,6800,51586.048435165,51438.859280937,8.2,HFET
361443:8333,60:60,11/01/22 18:19:18,STABLE BEAMS,6800,331282.842913125,324772.261207566,4.7,HFET
361443:8333,61:61,11/01/22 18:19:41,STABLE BEAMS,6800,423427.461987604,331697.611604881,52.7,HFET
361443:8333,62:62,11/01/22 18:20:05,STABLE BEAMS,6800,414339.353826955,400199.226399557,52.7,HFET
361443:8333,63:63,11/01/22 18:20:28,STABLE BEAMS,6800,411933.154604698,400625.105008611,50.6,HFET
361443:8333,64:64,11/01/22 18:20:51,STABLE BEAMS,6800,408541.571454469,399959.062436170,49.0,HFET
361443:8333,65:65,11/01/22 18:21:14,STABLE BEAMS,6800,387157.801259282,379679.526175976,44.5,HFET
361443:8333,66:66,11/01/22 18:21:38,STABLE BEAMS,6800,401460.558667847,391943.478557763,52.5,HFET
361443:8333,67:67,11/01/22 18:22:01,STABLE BEAMS,6800,422317.743026298,412943.530018897,52.4,HFET
361443:8333,68:68,11/01/22 18:22:24,STABLE BEAMS,6800,422103.528622157,405235.993423569,52.7,HFET
361443:8333,69:69,11/01/22 18:22:48,STABLE BEAMS,6800,421530.503051386,412184.836424017,52.5,HFET
361443:8333,70:70,11/01/22 18:23:11,STABLE BEAMS,6800,421641.229251905,412644.725459715,52.5,HFET
361443:8333,71:71,11/01/22 18:23:34,STABLE BEAMS,6800,423611.398020828,412318.237019325,52.5,HFET
361443:8333,72:72,11/01/22 18:23:58,STABLE BEAMS,6800,437515.231074162,426377.506347409,53.6,HFET
361443:8333,73:73,11/01/22 18:24:21,STABLE BEAMS,6800,442181.757656572,413644.629671962,55.1,HFET
361443:8333,74:74,11/01/22 18:24:44,STABLE BEAMS,6800,441758.112220152,428567.034209411,55.1,HFET
361443:8333,75:75,11/01/22 18:25:08,STABLE BEAMS,6800,441185.403675976,427507.167680197,55.0,HFET
361443:8333,76:76,11/01/22 18:25:31,STABLE BEAMS,6800,441073.038727689,390309.765918354,54.9,HFET
361443:8333,77:77,11/01/22 18:25:54,STABLE BEAMS,6800,440609.009697631,301236.752254306,55.0,HFET
361443:8333,78:78,11/01/22 18:26:17,STABLE BEAMS,6800,439663.692336701,415826.236531241,54.9,HFET
361443:8333,79:79,11/01/22 18:26:41,STABLE BEAMS,6800,438381.464286064,407188.909884912,54.7,HFET
361443:8333,80:80,11/01/22 18:27:04,STABLE BEAMS,6800,437790.135091578,408520.719962602,54.6,HFET
361443:8333,81:81,11/01/22 18:27:27,STABLE BEAMS,6800,438061.850194418,415296.417489451,54.6,HFET
361443:8333,82:82,11/01/22 18:27:51,STABLE BEAMS,6800,438049.103860430,419751.916251217,54.6,HFET
361443:8333,83:83,11/01/22 18:28:14,STABLE BEAMS,6800,438016.732181554,414942.475944566,54.6,HFET
361443:8333,84:84,11/01/22 18:28:37,STABLE BEAMS,6800,437849.505314757,413297.700009417,54.5,HFET
361443:8333,85:85,11/01/22 18:29:01,STABLE BEAMS,6800,437717.197994987,417202.938507238,54.5,HFET
361443:8333,86:86,11/01/22 18:29:24,STABLE BEAMS,6800,437517.144889123,414140.711023223,54.5,HFET
361443:8333,87:87,11/01/22 18:29:47,STABLE BEAMS,6800,437165.797833947,407572.854733521,54.5,HFET
361443:8333,88:88,11/01/22 18:30:11,STABLE BEAMS,6800,437277.934336599,330681.042516686,54.4,HFET
361443:8333,89:89,11/01/22 18:30:34,STABLE BEAMS,6800,437042.551413996,422994.573827287,54.5,HFET
361443:8333,90:90,11/01/22 18:30:57,STABLE BEAMS,6800,436211.512816313,419142.103940017,54.4,HFET
361443:8333,91:91,11/01/22 18:31:21,STABLE BEAMS,6800,435210.650531047,417216.824738322,54.2,HFET
361443:8333,92:92,11/01/22 18:31:44,STABLE BEAMS,6800,435021.525518404,422853.207938776,54.2,HFET
361443:8333,93:93,11/01/22 18:32:07,STABLE BEAMS,6800,434810.635231356,420535.741196998,54.2,HFET
361443:8333,94:94,11/01/22 18:32:30,STABLE BEAMS,6800,434749.579638851,419470.685688366,54.1,HFET
361443:8333,95:95,11/01/22 18:32:54,STABLE BEAMS,6800,434298.024206666,414346.092973180,54.1,HFET
361443:8333,96:96,11/01/22 18:33:17,STABLE BEAMS,6800,433965.528578513,421342.331449606,54.1,HFET
361443:8333,97:97,11/01/22 18:33:40,STABLE BEAMS,6800,433850.750964594,419933.122592214,54.0,HFET
361443:8333,98:98,11/01/22 18:34:04,STABLE BEAMS,6800,433527.495729259,325022.145765820,54.0,HFET
361443:8333,99:99,11/01/22 18:34:27,STABLE BEAMS,6800,433199.368541101,413136.890600095,54.0,HFET
361443:8333,100:100,11/01/22 18:34:50,STABLE BEAMS,6800,433533.141599947,420360.092145728,53.9,HFET
361443:8333,101:101,11/01/22 18:35:14,STABLE BEAMS,6800,432761.289070289,418930.850004815,54.0,HFET
361443:8333,102:102,11/01/22 18:35:37,STABLE BEAMS,6800,432091.878090274,416152.906795708,53.9,HFET
361443:8333,103:103,11/01/22 18:36:00,STABLE BEAMS,6800,431902.114362285,418031.608729769,53.8,HFET
361443:8333,104:104,11/01/22 18:36:24,STABLE BEAMS,6800,430645.518844300,418636.870776898,53.7,HFET
361443:8333,105:105,11/01/22 18:36:47,STABLE BEAMS,6800,431185.170372696,415020.648642133,53.7,HFET
361443:8333,106:106,11/01/22 18:37:10,STABLE BEAMS,6800,430885.636186129,417355.094955375,53.7,HFET
361443:8333,107:107,11/01/22 18:37:34,STABLE BEAMS,6800,430366.745237561,417159.867180775,53.6,HFET
361443:8333,108:108,11/01/22 18:37:57,STABLE BEAMS,6800,430403.485356432,418658.540477109,53.7,HFET
361443:8333,109:109,11/01/22 18:38:20,STABLE BEAMS,6800,429410.912384198,417118.117575485,53.5,HFET
