#Data tag : 24v2 , Norm tag: None
#run:fill,ls,time,hltpath,delivered(/ub),recorded(/ub),avgpu,source
385986:10130,34:34,09/19/24 22:32:34,HLT_Mu0_L1DoubleMu_v12,10111.962430911,4741.270400704,1.3,HFET
385986:10130,35:35,09/19/24 22:32:57,HLT_Mu0_L1DoubleMu_v12,42350.809774198,42149.508147426,5.5,HFET
385986:10130,36:36,09/19/24 22:33:20,HLT_Mu0_L1DoubleMu_v12,154277.997972405,152443.517531410,20.1,HFET
385986:10130,37:37,09/19/24 22:33:43,HLT_Mu0_L1DoubleMu_v12,294918.880038246,288845.089111418,38.5,HFET
385986:10130,38:38,09/19/24 22:34:07,HLT_Mu0_L1DoubleMu_v12,369152.319398959,359533.783836336,48.1,HFET
385986:10130,39:39,09/19/24 22:34:30,HLT_Mu0_L1DoubleMu_v12,289124.040577729,280369.075562820,37.7,HFET
385986:10130,40:40,09/19/24 22:34:53,HLT_Mu0_L1DoubleMu_v12,141221.855056079,107681.553338660,18.4,HFET
385986:10130,41:41,09/19/24 22:35:17,HLT_Mu0_L1DoubleMu_v12,43179.946064150,42912.382381599,5.6,HFET
385986:10130,42:42,09/19/24 22:35:40,HLT_Mu0_L1DoubleMu_v12,9472.614763444,9433.032513771,1.2,HFET
385986:10130,43:43,09/19/24 22:36:03,HLT_Mu0_L1DoubleMu_v12,77586.629408898,75701.825668126,10.1,HFET
385986:10130,44:44,09/19/24 22:36:27,HLT_Mu0_L1DoubleMu_v12,154927.451266758,152909.421115382,20.2,HFET
385986:10130,45:45,09/19/24 22:36:50,HLT_Mu0_L1DoubleMu_v12,13574.581047790,10271.544159596,1.8,HFET
385986:10130,46:46,09/19/24 22:37:13,HLT_Mu0_L1DoubleMu_v12,51281.650920289,50981.454972158,6.7,HFET
385986:10130,47:47,09/19/24 22:37:37,HLT_Mu0_L1DoubleMu_v12,129917.054036324,128527.709212024,16.9,HFET
385986:10130,48:48,09/19/24 22:38:00,HLT_Mu0_L1DoubleMu_v12,278340.594256538,272667.009332909,36.3,HFET
385986:10130,49:49,09/19/24 22:38:23,HLT_Mu0_L1DoubleMu_v12,363653.896969618,353594.198166044,47.4,HFET
385986:10130,50:50,09/19/24 22:38:47,HLT_Mu0_L1DoubleMu_v12,331735.153084987,292592.285627542,43.3,HFET
385986:10130,51:51,09/19/24 22:39:10,HLT_Mu0_L1DoubleMu_v12,212233.528553757,179732.792516452,27.7,HFET
385986:10130,52:52,09/19/24 22:39:33,HLT_Mu0_L1DoubleMu_v12,94296.349042214,93654.675349901,12.3,HFET
385986:10130,53:53,09/19/24 22:39:56,HLT_Mu0_L1DoubleMu_v12,30855.620647700,30675.456259471,4.0,HFET
385986:10130,54:54,09/19/24 22:40:20,HLT_Mu0_L1DoubleMu_v12,10578.598831089,10533.573602217,1.4,HFET
385986:10130,55:55,09/19/24 22:40:43,HLT_Mu0_L1DoubleMu_v12,328560.086046240,320831.520415455,42.8,HFET
385986:10130,56:56,09/19/24 22:41:06,HLT_Mu0_L1DoubleMu_v12,378233.304154535,363261.131179036,49.3,HFET
385986:10130,57:57,09/19/24 22:41:30,HLT_Mu0_L1DoubleMu_v12,378477.260988388,368375.443219359,49.4,HFET
385986:10130,58:58,09/19/24 22:41:53,HLT_Mu0_L1DoubleMu_v12,378201.904548617,368602.798354472,49.3,HFET
385986:10130,59:59,09/19/24 22:42:16,HLT_Mu0_L1DoubleMu_v12,376184.285310433,366116.395350011,49.1,HFET
385986:10130,60:60,09/19/24 22:42:40,HLT_Mu0_L1DoubleMu_v12,373421.674582222,364607.524672595,48.7,HFET
385986:10130,61:61,09/19/24 22:43:03,HLT_Mu0_L1DoubleMu_v12,372852.320183446,363727.642039257,48.6,HFET
385986:10130,62:62,09/19/24 22:43:26,HLT_Mu0_L1DoubleMu_v12,374806.660163640,365383.293789609,48.9,HFET
385986:10130,63:63,09/19/24 22:43:50,HLT_Mu0_L1DoubleMu_v12,375908.648707208,367019.107302825,49.0,HFET
385986:10130,64:64,09/19/24 22:44:13,HLT_Mu0_L1DoubleMu_v12,375769.010162330,366854.517817745,49.0,HFET
385986:10130,65:65,09/19/24 22:44:36,HLT_Mu0_L1DoubleMu_v12,374953.978627785,365590.396301914,48.9,HFET
385986:10130,66:66,09/19/24 22:45:00,HLT_Mu0_L1DoubleMu_v12,371752.291964871,363196.831930133,48.5,HFET
385986:10130,67:67,09/19/24 22:45:23,HLT_Mu0_L1DoubleMu_v12,371950.610008093,363373.709689626,48.5,HFET
385986:10130,68:68,09/19/24 22:45:46,HLT_Mu0_L1DoubleMu_v12,370746.262681351,361678.598748630,48.4,HFET
385986:10130,69:69,09/19/24 22:46:09,HLT_Mu0_L1DoubleMu_v12,369746.913084413,354303.080392462,48.2,HFET
385986:10130,70:70,09/19/24 22:46:33,HLT_Mu0_L1DoubleMu_v12,369441.316194539,360820.667822786,48.2,HFET
385986:10130,71:71,09/19/24 22:46:56,HLT_Mu0_L1DoubleMu_v12,369528.435560314,361013.789949634,48.2,HFET
385986:10130,72:72,09/19/24 22:47:19,HLT_Mu0_L1DoubleMu_v12,368723.924081579,360424.762582310,48.1,HFET
385986:10130,73:73,09/19/24 22:47:43,HLT_Mu0_L1DoubleMu_v12,368426.727180201,359549.176115613,48.0,HFET
385986:10130,74:74,09/19/24 22:48:06,HLT_Mu0_L1DoubleMu_v12,369077.680413987,360666.061891473,48.1,HFET
385986:10130,75:75,09/19/24 22:48:29,HLT_Mu0_L1DoubleMu_v12,369721.393634281,360701.505064855,48.2,HFET
385986:10130,76:76,09/19/24 22:48:53,HLT_Mu0_L1DoubleMu_v12,369681.594039866,361312.364558180,48.2,HFET
385986:10130,77:77,09/19/24 22:49:16,HLT_Mu0_L1DoubleMu_v12,369257.637920620,360930.691156516,48.2,HFET
385986:10130,78:78,09/19/24 22:49:39,HLT_Mu0_L1DoubleMu_v12,368957.321538435,359968.351812424,48.1,HFET
385986:10130,79:79,09/19/24 22:50:03,HLT_Mu0_L1DoubleMu_v12,368721.963756586,359717.829484261,48.1,HFET
385986:10130,80:80,09/19/24 22:50:26,HLT_Mu0_L1DoubleMu_v12,368121.210571083,359115.037983359,48.0,HFET
385986:10130,81:81,09/19/24 22:50:49,HLT_Mu0_L1DoubleMu_v12,367765.853538703,358912.336015983,48.0,HFET
385986:10130,82:82,09/19/24 22:51:12,HLT_Mu0_L1DoubleMu_v12,367157.100130100,353058.924696314,47.9,HFET
385986:10130,83:83,09/19/24 22:51:36,HLT_Mu0_L1DoubleMu_v12,366443.107661402,358050.143423814,47.8,HFET
385986:10130,84:84,09/19/24 22:51:59,HLT_Mu0_L1DoubleMu_v12,366692.865189477,357931.817949514,47.8,HFET
385986:10130,85:85,09/19/24 22:52:22,HLT_Mu0_L1DoubleMu_v12,366385.108091911,358109.963681102,47.8,HFET
385986:10130,86:86,09/19/24 22:52:46,HLT_Mu0_L1DoubleMu_v12,367924.972454797,359438.391382579,48.0,HFET
385986:10130,87:87,09/19/24 22:53:09,HLT_Mu0_L1DoubleMu_v12,376487.762132994,366915.871383167,49.1,HFET
385986:10130,88:88,09/19/24 22:53:32,HLT_Mu0_L1DoubleMu_v12,389909.141529845,379559.027581293,50.9,HFET
385986:10130,89:89,09/19/24 22:53:56,HLT_Mu0_L1DoubleMu_v12,402398.889785881,390318.360768248,52.5,HFET
385986:10130,90:90,09/19/24 22:54:19,HLT_Mu0_L1DoubleMu_v12,417316.772926238,404119.564200548,54.4,HFET
385986:10130,91:91,09/19/24 22:54:42,HLT_Mu0_L1DoubleMu_v12,433710.080377294,418258.695257890,56.6,HFET
385986:10130,92:92,09/19/24 22:55:06,HLT_Mu0_L1DoubleMu_v12,448308.127443063,392502.002789935,58.5,HFET
385986:10130,93:93,09/19/24 22:55:29,HLT_Mu0_L1DoubleMu_v12,460865.555653227,365321.502406547,60.1,HFET
385986:10130,94:94,09/19/24 22:55:52,HLT_Mu0_L1DoubleMu_v12,463956.922631054,436947.523584116,60.5,HFET
385986:10130,95:95,09/19/24 22:56:15,HLT_Mu0_L1DoubleMu_v12,450173.587615188,423864.027809197,58.7,HFET
385986:10130,96:96,09/19/24 22:56:39,HLT_Mu0_L1DoubleMu_v12,424787.574749338,411482.685879243,55.4,HFET
385986:10130,97:97,09/19/24 22:57:02,HLT_Mu0_L1DoubleMu_v12,425996.681578046,412789.490484206,55.6,HFET
385986:10130,98:98,09/19/24 22:57:25,HLT_Mu0_L1DoubleMu_v12,432863.809798343,314322.497175351,56.5,HFET
385986:10130,99:99,09/19/24 22:57:49,HLT_Mu0_L1DoubleMu_v12,441841.075093849,423401.276882283,57.6,HFET
385986:10130,100:100,09/19/24 22:58:12,HLT_Mu0_L1DoubleMu_v12,432795.130430721,417413.312731869,56.4,HFET
385986:10130,101:101,09/19/24 22:58:35,HLT_Mu0_L1DoubleMu_v12,428671.133386609,413121.342182125,55.9,HFET
385986:10130,102:102,09/19/24 22:58:59,HLT_Mu0_L1DoubleMu_v12,428262.737807786,414448.031343946,55.9,HFET
385986:10130,103:103,09/19/24 22:59:22,HLT_Mu0_L1DoubleMu_v12,436260.454181402,333061.846209845,56.9,HFET
385986:10130,104:104,09/19/24 22:59:45,HLT_Mu0_L1DoubleMu_v12,468887.311198136,424053.383019748,61.2,HFET
385986:10130,105:105,09/19/24 23:00:09,HLT_Mu0_L1DoubleMu_v12,474398.972579506,443502.942594871,61.9,HFET
385986:10130,106:106,09/19/24 23:00:32,HLT_Mu0_L1DoubleMu_v12,472549.112268990,443374.479415845,61.6,HFET
385986:10130,107:107,09/19/24 23:00:55,HLT_Mu0_L1DoubleMu_v12,471530.922908501,443710.036156273,61.5,HFET
385986:10130,108:108,09/19/24 23:01:19,HLT_Mu0_L1DoubleMu_v12,470347.135647226,436532.763790690,61.3,HFET
385986:10130,109:109,09/19/24 23:01:42,HLT_Mu0_L1DoubleMu_v12,468660.193662464,441293.763637248,61.1,HFET
385986:10130,110:110,09/19/24 23:02:05,HLT_Mu0_L1DoubleMu_v12,469674.822817179,442341.028087046,61.3,HFET
385986:10130,111:111,09/19/24 23:02:28,HLT_Mu0_L1DoubleMu_v12,475013.326799631,445512.454273974,61.9,HFET
385986:10130,112:112,09/19/24 23:02:52,HLT_Mu0_L1DoubleMu_v12,473379.144017048,443189.119659952,61.7,HFET
385986:10130,113:113,09/19/24 23:03:15,HLT_Mu0_L1DoubleMu_v12,472721.710979381,443593.127084438,61.7,HFET
385986:10130,114:114,09/19/24 23:03:38,HLT_Mu0_L1DoubleMu_v12,471540.242848926,443129.297159992,61.5,HFET
385986:10130,115:115,09/19/24 23:04:02,HLT_Mu0_L1DoubleMu_v12,469947.659424239,443115.431193519,61.3,HFET
385986:10130,116:116,09/19/24 23:04:25,HLT_Mu0_L1DoubleMu_v12,469614.223134221,441593.653931443,61.2,HFET
385986:10130,117:117,09/19/24 23:04:48,HLT_Mu0_L1DoubleMu_v12,468377.915874652,440536.549336142,61.1,HFET
385986:10130,118:118,09/19/24 23:05:12,HLT_Mu0_L1DoubleMu_v12,471160.406739477,443801.664640635,61.4,HFET
385986:10130,119:119,09/19/24 23:05:35,HLT_Mu0_L1DoubleMu_v12,476842.787606192,445648.864942616,62.2,HFET
385986:10130,120:120,09/19/24 23:05:58,HLT_Mu0_L1DoubleMu_v12,476209.274137875,445634.372029699,62.1,HFET
385986:10130,121:121,09/19/24 23:06:22,HLT_Mu0_L1DoubleMu_v12,476175.474301189,188183.390337427,62.1,HFET
385986:10130,122:122,09/19/24 23:06:45,HLT_Mu0_L1DoubleMu_v12,476235.073751462,39198.720331394,62.1,HFET
385986:10130,123:123,09/19/24 23:07:08,HLT_Mu0_L1DoubleMu_v12,475725.798849112,444233.855410315,62.0,HFET
385986:10130,124:124,09/19/24 23:07:32,HLT_Mu0_L1DoubleMu_v12,476422.032067700,444995.961737561,62.1,HFET
385986:10130,125:125,09/19/24 23:07:55,HLT_Mu0_L1DoubleMu_v12,476555.910058735,445678.359977608,62.2,HFET
385986:10130,126:126,09/19/24 23:08:18,HLT_Mu0_L1DoubleMu_v12,476630.749745598,444436.688243191,62.2,HFET
385986:10130,127:127,09/19/24 23:08:41,HLT_Mu0_L1DoubleMu_v12,476783.868084772,243492.023375979,62.2,HFET
385986:10130,128:128,09/19/24 23:09:05,HLT_Mu0_L1DoubleMu_v12,476233.553332245,415086.138505768,62.1,HFET
385986:10130,129:129,09/19/24 23:09:28,HLT_Mu0_L1DoubleMu_v12,475319.723220300,444879.817172879,62.0,HFET
385986:10130,130:130,09/19/24 23:09:51,HLT_Mu0_L1DoubleMu_v12,474342.933335007,444668.697007177,61.9,HFET
385986:10130,131:131,09/19/24 23:10:15,HLT_Mu0_L1DoubleMu_v12,474236.814463360,443959.330552595,61.8,HFET
385986:10130,132:132,09/19/24 23:10:38,HLT_Mu0_L1DoubleMu_v12,474277.454548140,444060.956814630,61.9,HFET
385986:10130,133:133,09/19/24 23:11:01,HLT_Mu0_L1DoubleMu_v12,474125.335622459,445129.492995579,61.8,HFET
385986:10130,134:134,09/19/24 23:11:25,HLT_Mu0_L1DoubleMu_v12,474311.454267524,445262.520462199,61.9,HFET
385986:10130,135:135,09/19/24 23:11:48,HLT_Mu0_L1DoubleMu_v12,474764.009177332,444474.429915624,61.9,HFET
385986:10130,136:136,09/19/24 23:12:11,HLT_Mu0_L1DoubleMu_v12,474017.897033486,437682.514033110,61.8,HFET
385986:10130,137:137,09/19/24 23:12:35,HLT_Mu0_L1DoubleMu_v12,474095.416295380,280979.584009302,61.8,HFET
385986:10130,138:138,09/19/24 23:12:58,HLT_Mu0_L1DoubleMu_v12,474006.656908445,445619.578597576,61.8,HFET
385986:10130,139:139,09/19/24 23:13:21,HLT_Mu0_L1DoubleMu_v12,473111.946723506,444368.492394135,61.7,HFET
385986:10130,140:140,09/19/24 23:13:45,HLT_Mu0_L1DoubleMu_v12,472613.952086574,444315.110553714,61.6,HFET
385986:10130,141:141,09/19/24 23:14:08,HLT_Mu0_L1DoubleMu_v12,472442.713233888,444978.902090449,61.6,HFET
385986:10130,142:142,09/19/24 23:14:31,HLT_Mu0_L1DoubleMu_v12,471446.483936948,444782.314506102,61.5,HFET
385986:10130,143:143,09/19/24 23:14:54,HLT_Mu0_L1DoubleMu_v12,471120.447402742,444554.343353636,61.4,HFET
385986:10130,144:144,09/19/24 23:15:18,HLT_Mu0_L1DoubleMu_v12,470476.254136294,442955.381078542,61.4,HFET
385986:10130,145:145,09/19/24 23:15:41,HLT_Mu0_L1DoubleMu_v12,469245.507547869,442846.230357378,61.2,HFET
385986:10130,146:146,09/19/24 23:16:04,HLT_Mu0_L1DoubleMu_v12,469195.027336132,442363.420262742,61.2,HFET
385986:10130,147:147,09/19/24 23:16:28,HLT_Mu0_L1DoubleMu_v12,468542.434900379,442165.108913383,61.1,HFET
385986:10130,148:148,09/19/24 23:16:51,HLT_Mu0_L1DoubleMu_v12,467259.527938680,442053.967608521,60.9,HFET
385986:10130,149:149,09/19/24 23:17:14,HLT_Mu0_L1DoubleMu_v12,466164.219900885,434809.362866005,60.8,HFET
385986:10130,150:150,09/19/24 23:17:38,HLT_Mu0_L1DoubleMu_v12,465379.867903028,441014.792762417,60.7,HFET
385986:10130,151:151,09/19/24 23:18:01,HLT_Mu0_L1DoubleMu_v12,470863.209838100,443320.275112281,61.4,HFET
385986:10130,152:152,09/19/24 23:18:24,HLT_Mu0_L1DoubleMu_v12,466745.893299761,441168.619981775,60.9,HFET
385986:10130,153:153,09/19/24 23:18:48,HLT_Mu0_L1DoubleMu_v12,467852.281720275,441095.012742331,61.0,HFET
385986:10130,154:154,09/19/24 23:19:11,HLT_Mu0_L1DoubleMu_v12,471866.399804267,444386.978354612,61.5,HFET
385986:10130,155:155,09/19/24 23:19:34,HLT_Mu0_L1DoubleMu_v12,470556.493113597,443738.476991558,61.4,HFET
385986:10130,156:156,09/19/24 23:19:58,HLT_Mu0_L1DoubleMu_v12,469507.064708702,442968.944205474,61.2,HFET
385986:10130,157:157,09/19/24 23:20:21,HLT_Mu0_L1DoubleMu_v12,468771.392339910,443050.511085455,61.1,HFET
385986:10130,158:158,09/19/24 23:20:44,HLT_Mu0_L1DoubleMu_v12,467908.280824396,441818.654645456,61.0,HFET
385986:10130,159:159,09/19/24 23:21:07,HLT_Mu0_L1DoubleMu_v12,472822.829506793,443398.799620260,61.7,HFET
385986:10130,160:160,09/19/24 23:21:31,HLT_Mu0_L1DoubleMu_v12,475493.441765319,445027.963469776,62.0,HFET
385986:10130,161:161,09/19/24 23:21:54,HLT_Mu0_L1DoubleMu_v12,473958.457325534,442358.845132722,61.8,HFET
385986:10130,162:162,09/19/24 23:22:17,HLT_Mu0_L1DoubleMu_v12,472995.187374915,435170.638700625,61.7,HFET
385986:10130,163:163,09/19/24 23:22:41,HLT_Mu0_L1DoubleMu_v12,472406.913751023,444413.405426975,61.6,HFET
385986:10130,164:164,09/19/24 23:23:04,HLT_Mu0_L1DoubleMu_v12,470916.529367189,444435.288932081,61.4,HFET
385986:10130,165:165,09/19/24 23:23:27,HLT_Mu0_L1DoubleMu_v12,471002.728781035,443894.643380804,61.4,HFET
385986:10130,166:166,09/19/24 23:23:51,HLT_Mu0_L1DoubleMu_v12,470844.250472606,443162.933673017,61.4,HFET
385986:10130,167:167,09/19/24 23:24:14,HLT_Mu0_L1DoubleMu_v12,470531.613451940,443946.851188357,61.4,HFET
385986:10130,168:168,09/19/24 23:24:37,HLT_Mu0_L1DoubleMu_v12,470749.971374096,444603.901046142,61.4,HFET
385986:10130,169:169,09/19/24 23:25:01,HLT_Mu0_L1DoubleMu_v12,470982.928925177,444734.120340384,61.4,HFET
385986:10130,170:170,09/19/24 23:25:24,HLT_Mu0_L1DoubleMu_v12,471159.807091381,443823.580495596,61.4,HFET
385986:10130,171:171,09/19/24 23:25:47,HLT_Mu0_L1DoubleMu_v12,471698.601555412,444307.460791803,61.5,HFET
385986:10130,172:172,09/19/24 23:26:10,HLT_Mu0_L1DoubleMu_v12,472908.548874485,444367.939677336,61.7,HFET
385986:10130,173:173,09/19/24 23:26:34,HLT_Mu0_L1DoubleMu_v12,472304.234664016,443189.391465273,61.6,HFET
385986:10130,174:174,09/19/24 23:26:57,HLT_Mu0_L1DoubleMu_v12,472356.674381554,441680.777033055,61.6,HFET
385986:10130,175:175,09/19/24 23:27:20,HLT_Mu0_L1DoubleMu_v12,471161.166949086,437557.500961414,61.4,HFET
385986:10130,176:176,09/19/24 23:27:44,HLT_Mu0_L1DoubleMu_v12,472082.597518732,441318.122460064,61.6,HFET
385986:10130,177:177,09/19/24 23:28:07,HLT_Mu0_L1DoubleMu_v12,470944.648930788,444963.952141994,61.4,HFET
385986:10130,178:178,09/19/24 23:28:30,HLT_Mu0_L1DoubleMu_v12,470669.851998735,444371.395139002,61.4,HFET
385986:10130,179:179,09/19/24 23:28:54,HLT_Mu0_L1DoubleMu_v12,471101.887802646,444435.972723772,61.4,HFET
385986:10130,180:180,09/19/24 23:29:17,HLT_Mu0_L1DoubleMu_v12,471363.285221158,444628.706463150,61.5,HFET
385986:10130,181:181,09/19/24 23:29:40,HLT_Mu0_L1DoubleMu_v12,471123.327679663,445118.950738032,61.4,HFET
385986:10130,182:182,09/19/24 23:30:04,HLT_Mu0_L1DoubleMu_v12,470690.971571920,444354.995957948,61.4,HFET
385986:10130,183:183,09/19/24 23:30:27,HLT_Mu0_L1DoubleMu_v12,470085.018159483,443717.325594082,61.3,HFET
385986:10130,184:184,09/19/24 23:30:50,HLT_Mu0_L1DoubleMu_v12,469732.262059761,444343.108017836,61.3,HFET
385986:10130,185:185,09/19/24 23:31:13,HLT_Mu0_L1DoubleMu_v12,469936.939485730,443394.107326098,61.3,HFET
385986:10130,186:186,09/19/24 23:31:37,HLT_Mu0_L1DoubleMu_v12,468921.430519464,442810.439208233,61.2,HFET
385986:10130,187:187,09/19/24 23:32:00,HLT_Mu0_L1DoubleMu_v12,469495.624700963,443509.233381030,61.2,HFET
385986:10130,188:188,09/19/24 23:32:23,HLT_Mu0_L1DoubleMu_v12,477228.222888781,436838.351506133,62.2,HFET
385986:10130,189:189,09/19/24 23:32:47,HLT_Mu0_L1DoubleMu_v12,475750.678510769,446155.614234165,62.0,HFET
385986:10130,190:190,09/19/24 23:33:10,HLT_Mu0_L1DoubleMu_v12,475323.923214548,446721.459427078,62.0,HFET
385986:10130,191:191,09/19/24 23:33:33,HLT_Mu0_L1DoubleMu_v12,475572.160323406,445614.540102203,62.0,HFET
385986:10130,192:192,09/19/24 23:33:57,HLT_Mu0_L1DoubleMu_v12,475860.037284357,446522.200344809,62.1,HFET
385986:10130,193:193,09/19/24 23:34:20,HLT_Mu0_L1DoubleMu_v12,476316.232680695,444403.541126813,62.1,HFET
385986:10130,194:194,09/19/24 23:34:43,HLT_Mu0_L1DoubleMu_v12,476213.714155200,446019.855679845,62.1,HFET
385986:10130,195:195,09/19/24 23:35:07,HLT_Mu0_L1DoubleMu_v12,475426.281997722,446227.526184717,62.0,HFET
385986:10130,196:196,09/19/24 23:35:30,HLT_Mu0_L1DoubleMu_v12,475205.204360156,446337.125397935,62.0,HFET
385986:10130,197:197,09/19/24 23:35:53,HLT_Mu0_L1DoubleMu_v12,475130.125469408,444920.308326204,62.0,HFET
385986:10130,198:198,09/19/24 23:36:17,HLT_Mu0_L1DoubleMu_v12,474452.132366274,445199.581181910,61.9,HFET
385986:10130,199:199,09/19/24 23:36:40,HLT_Mu0_L1DoubleMu_v12,474991.726361101,446009.977596918,61.9,HFET
385986:10130,200:200,09/19/24 23:37:03,HLT_Mu0_L1DoubleMu_v12,474213.695243996,444987.308360752,61.8,HFET
385986:10130,201:201,09/19/24 23:37:27,HLT_Mu0_L1DoubleMu_v12,474429.812677705,439339.902648848,61.9,HFET
385986:10130,202:202,09/19/24 23:37:50,HLT_Mu0_L1DoubleMu_v12,473667.420743397,444284.895994130,61.8,HFET
385986:10130,203:203,09/19/24 23:38:13,HLT_Mu0_L1DoubleMu_v12,471562.442935553,444806.975017333,61.5,HFET
385986:10130,204:204,09/19/24 23:38:36,HLT_Mu0_L1DoubleMu_v12,470684.652329550,443918.324790016,61.4,HFET
385986:10130,205:205,09/19/24 23:39:00,HLT_Mu0_L1DoubleMu_v12,469940.659433825,444203.868601883,61.3,HFET
385986:10130,206:206,09/19/24 23:39:23,HLT_Mu0_L1DoubleMu_v12,468404.836142058,443220.078702091,61.1,HFET
385986:10130,207:207,09/19/24 23:39:46,HLT_Mu0_L1DoubleMu_v12,468228.837787406,443535.818077265,61.1,HFET
385986:10130,208:208,09/19/24 23:40:10,HLT_Mu0_L1DoubleMu_v12,475797.798399431,337528.589187318,62.1,HFET
385986:10130,209:209,09/19/24 23:40:33,HLT_Mu0_L1DoubleMu_v12,474671.610123058,445576.315449459,61.9,HFET
385986:10130,210:210,09/19/24 23:40:56,HLT_Mu0_L1DoubleMu_v12,474569.370941827,445767.882814131,61.9,HFET
385986:10130,211:211,09/19/24 23:41:20,HLT_Mu0_L1DoubleMu_v12,473500.582586850,444158.289854105,61.8,HFET
385986:10130,212:212,09/19/24 23:41:43,HLT_Mu0_L1DoubleMu_v12,472872.788712806,445505.943715143,61.7,HFET
385986:10130,213:213,09/19/24 23:42:06,HLT_Mu0_L1DoubleMu_v12,471928.398666117,445838.973171902,61.5,HFET
385986:10130,214:214,09/19/24 23:42:29,HLT_Mu0_L1DoubleMu_v12,470626.172713905,437902.523784775,61.4,HFET
385986:10130,215:215,09/19/24 23:42:53,HLT_Mu0_L1DoubleMu_v12,469987.499159032,444501.983348934,61.3,HFET
385986:10130,216:216,09/19/24 23:43:16,HLT_Mu0_L1DoubleMu_v12,469049.069548884,443632.178248459,61.2,HFET
385986:10130,217:217,09/19/24 23:43:39,HLT_Mu0_L1DoubleMu_v12,468839.311497924,444183.535245158,61.1,HFET
385986:10130,218:218,09/19/24 23:44:03,HLT_Mu0_L1DoubleMu_v12,469753.982100233,443539.776955354,61.3,HFET
385986:10130,219:219,09/19/24 23:44:26,HLT_Mu0_L1DoubleMu_v12,469229.427640106,444266.779126324,61.2,HFET
385986:10130,220:220,09/19/24 23:44:49,HLT_Mu0_L1DoubleMu_v12,468719.313066583,443390.030508852,61.1,HFET
385986:10130,221:221,09/19/24 23:45:13,HLT_Mu0_L1DoubleMu_v12,468276.357441465,443989.135981726,61.1,HFET
385986:10130,222:222,09/19/24 23:45:36,HLT_Mu0_L1DoubleMu_v12,468643.233123958,443749.704929327,61.1,HFET
385986:10130,223:223,09/19/24 23:45:59,HLT_Mu0_L1DoubleMu_v12,475699.879633582,447259.679827301,62.0,HFET
385986:10130,224:224,09/19/24 23:46:23,HLT_Mu0_L1DoubleMu_v12,475141.164892558,447546.887031328,62.0,HFET
385986:10130,225:225,09/19/24 23:46:46,HLT_Mu0_L1DoubleMu_v12,474504.132178037,447285.370959718,61.9,HFET
385986:10130,226:226,09/19/24 23:47:09,HLT_Mu0_L1DoubleMu_v12,473913.938369530,445115.912575896,61.8,HFET
385986:10130,227:227,09/19/24 23:47:33,HLT_Mu0_L1DoubleMu_v12,474263.574169254,440154.633289406,61.9,HFET
385986:10130,228:228,09/19/24 23:47:56,HLT_Mu0_L1DoubleMu_v12,473868.538782784,446252.886168317,61.8,HFET
385986:10130,229:229,09/19/24 23:48:19,HLT_Mu0_L1DoubleMu_v12,472931.348609207,441926.932235320,61.7,HFET
385986:10130,230:230,09/19/24 23:48:43,HLT_Mu0_L1DoubleMu_v12,471958.758718163,444688.864971222,61.6,HFET
385986:10130,231:231,09/19/24 23:49:06,HLT_Mu0_L1DoubleMu_v12,471474.123454393,444044.744002703,61.5,HFET
385986:10130,232:232,09/19/24 23:49:29,HLT_Mu0_L1DoubleMu_v12,471331.204867196,445275.065941227,61.5,HFET
385986:10130,233:233,09/19/24 23:49:52,HLT_Mu0_L1DoubleMu_v12,470130.978073139,444328.231665896,61.3,HFET
385986:10130,234:234,09/19/24 23:50:16,HLT_Mu0_L1DoubleMu_v12,469464.784602763,112855.368180004,61.2,HFET
385986:10130,235:235,09/19/24 23:50:39,HLT_Mu0_L1DoubleMu_v12,468380.916572708,443872.574951198,61.1,HFET
385986:10130,236:236,09/19/24 23:51:02,HLT_Mu0_L1DoubleMu_v12,473206.025120126,445942.996480687,61.7,HFET
385986:10130,237:237,09/19/24 23:51:26,HLT_Mu0_L1DoubleMu_v12,476395.631986826,447768.515434590,62.1,HFET
385986:10130,238:238,09/19/24 23:51:49,HLT_Mu0_L1DoubleMu_v12,475253.244200747,444651.367390924,62.0,HFET
385986:10130,239:239,09/19/24 23:52:12,HLT_Mu0_L1DoubleMu_v12,474363.853025493,443757.518401315,61.9,HFET
385986:10130,240:240,09/19/24 23:52:36,HLT_Mu0_L1DoubleMu_v12,474193.734826626,439461.564848987,61.8,HFET
385986:10130,241:241,09/19/24 23:52:59,HLT_Mu0_L1DoubleMu_v12,473428.463434588,446662.891633980,61.7,HFET
385986:10130,242:242,09/19/24 23:53:22,HLT_Mu0_L1DoubleMu_v12,473598.221189244,445851.919269178,61.8,HFET
385986:10130,243:243,09/19/24 23:53:46,HLT_Mu0_L1DoubleMu_v12,474002.456914197,443699.618821193,61.8,HFET
385986:10130,244:244,09/19/24 23:54:09,HLT_Mu0_L1DoubleMu_v12,473832.378855708,446772.662323145,61.8,HFET
385986:10130,245:245,09/19/24 23:54:32,HLT_Mu0_L1DoubleMu_v12,474028.256527784,446431.557412016,61.8,HFET
385986:10130,246:246,09/19/24 23:54:55,HLT_Mu0_L1DoubleMu_v12,474476.092076003,446918.273683422,61.9,HFET
385986:10130,247:247,09/19/24 23:55:19,HLT_Mu0_L1DoubleMu_v12,474634.210759412,446594.453142845,61.9,HFET
