#Data tag : 24v2 , Norm tag: None
#run:fill,ls,time,hltpath,delivered(/ub),recorded(/ub),avgpu,source
385986:10130,1591:1591,09/20/24 08:37:29,HLT_Mu0_L1DoubleMu_v12,419336.751435620,400084.632160870,54.7,HFET
385986:10130,1592:1592,09/20/24 08:37:52,HLT_Mu0_L1DoubleMu_v12,419082.394147900,399652.349162166,54.7,HFET
385986:10130,1593:1593,09/20/24 08:38:15,HLT_Mu0_L1DoubleMu_v12,418819.837573573,399909.648892002,54.6,HFET
385986:10130,1594:1594,09/20/24 08:38:39,HLT_Mu0_L1DoubleMu_v12,418361.842413755,398553.591842556,54.6,HFET
385986:10130,1595:1595,09/20/24 08:39:02,HLT_Mu0_L1DoubleMu_v12,418301.803057707,400048.565176261,54.6,HFET
385986:10130,1596:1596,09/20/24 08:39:25,HLT_Mu0_L1DoubleMu_v12,418016.445929466,399559.003831965,54.5,HFET
385986:10130,1597:1597,09/20/24 08:39:49,HLT_Mu0_L1DoubleMu_v12,417765.768449463,399278.003658418,54.5,HFET
385986:10130,1598:1598,09/20/24 08:40:12,HLT_Mu0_L1DoubleMu_v12,417049.135726920,398576.098901716,54.4,HFET
385986:10130,1599:1599,09/20/24 08:40:35,HLT_Mu0_L1DoubleMu_v12,417008.216297877,398868.839449188,54.4,HFET
385986:10130,1600:1600,09/20/24 08:40:59,HLT_Mu0_L1DoubleMu_v12,416897.137222374,398577.900375146,54.4,HFET
385986:10130,1601:1601,09/20/24 08:41:22,HLT_Mu0_L1DoubleMu_v12,416395.982964257,398167.191039281,54.3,HFET
385986:10130,1602:1602,09/20/24 08:41:45,HLT_Mu0_L1DoubleMu_v12,415748.989701643,398223.192732974,54.2,HFET
385986:10130,1603:1603,09/20/24 08:42:09,HLT_Mu0_L1DoubleMu_v12,416096.545574432,391703.227538272,54.3,HFET
385986:10130,1604:1604,09/20/24 08:42:32,HLT_Mu0_L1DoubleMu_v12,416126.425580325,397983.964329977,54.3,HFET
385986:10130,1605:1605,09/20/24 08:42:55,HLT_Mu0_L1DoubleMu_v12,415677.470197478,397644.729758038,54.2,HFET
385986:10130,1606:1606,09/20/24 08:43:18,HLT_Mu0_L1DoubleMu_v12,415280.554766771,346466.987529968,54.2,HFET
385986:10130,1607:1607,09/20/24 08:43:42,HLT_Mu0_L1DoubleMu_v12,415880.308538781,397899.444426595,54.2,HFET
385986:10130,1608:1608,09/20/24 08:44:05,HLT_Mu0_L1DoubleMu_v12,415701.189884129,397501.431378071,54.2,HFET
385986:10130,1609:1609,09/20/24 08:44:28,HLT_Mu0_L1DoubleMu_v12,415640.430458851,396793.824801077,54.2,HFET
385986:10130,1610:1610,09/20/24 08:44:52,HLT_Mu0_L1DoubleMu_v12,415340.913607461,377968.436608674,54.2,HFET
385986:10130,1611:1611,09/20/24 08:45:15,HLT_Mu0_L1DoubleMu_v12,415158.035683529,320747.149385859,54.1,HFET
385986:10130,1612:1612,09/20/24 08:45:38,HLT_Mu0_L1DoubleMu_v12,415042.796754155,397037.113223749,54.1,HFET
385986:10130,1613:1613,09/20/24 08:46:02,HLT_Mu0_L1DoubleMu_v12,414685.840660184,397379.615727538,54.1,HFET
385986:10130,1614:1614,09/20/24 08:46:25,HLT_Mu0_L1DoubleMu_v12,414555.162430712,397542.808646650,54.1,HFET
385986:10130,1615:1615,09/20/24 08:46:48,HLT_Mu0_L1DoubleMu_v12,414231.885752293,300114.618714595,54.0,HFET
385986:10130,1616:1616,09/20/24 08:47:12,HLT_Mu0_L1DoubleMu_v12,413621.652064852,396282.575868214,53.9,HFET
385986:10130,1617:1617,09/20/24 08:47:35,HLT_Mu0_L1DoubleMu_v12,413047.098258333,389335.745449012,53.9,HFET
385986:10130,1618:1618,09/20/24 08:47:58,HLT_Mu0_L1DoubleMu_v12,413046.257767969,395415.475857974,53.9,HFET
385986:10130,1619:1619,09/20/24 08:48:21,HLT_Mu0_L1DoubleMu_v12,412944.538773269,395225.659964572,53.9,HFET
385986:10130,1620:1620,09/20/24 08:48:45,HLT_Mu0_L1DoubleMu_v12,412333.665297354,394714.091788483,53.8,HFET
385986:10130,1621:1621,09/20/24 08:49:08,HLT_Mu0_L1DoubleMu_v12,412003.109284257,395386.520377823,53.7,HFET
385986:10130,1622:1622,09/20/24 08:49:31,HLT_Mu0_L1DoubleMu_v12,412464.024042184,395672.889314380,53.8,HFET
385986:10130,1623:1623,09/20/24 08:49:55,HLT_Mu0_L1DoubleMu_v12,412191.666662086,394656.712683260,53.8,HFET
385986:10130,1624:1624,09/20/24 08:50:18,HLT_Mu0_L1DoubleMu_v12,411821.591218029,395098.327769564,53.7,HFET
385986:10130,1625:1625,09/20/24 08:50:41,HLT_Mu0_L1DoubleMu_v12,411695.072023237,395029.807752574,53.7,HFET
385986:10130,1626:1626,09/20/24 08:51:05,HLT_Mu0_L1DoubleMu_v12,411812.590762245,394939.835232310,53.7,HFET
385986:10130,1627:1627,09/20/24 08:51:28,HLT_Mu0_L1DoubleMu_v12,411569.713622642,394543.275127995,53.7,HFET
385986:10130,1628:1628,09/20/24 08:51:51,HLT_Mu0_L1DoubleMu_v12,411707.312380963,394433.978029143,53.7,HFET
385986:10130,1629:1629,09/20/24 08:52:15,HLT_Mu0_L1DoubleMu_v12,411430.914748937,394744.457159728,53.7,HFET
385986:10130,1630:1630,09/20/24 08:52:38,HLT_Mu0_L1DoubleMu_v12,411896.629968400,389768.697053199,53.7,HFET
385986:10130,1631:1631,09/20/24 08:53:01,HLT_Mu0_L1DoubleMu_v12,411055.159031793,393315.375548800,53.6,HFET
385986:10130,1632:1632,09/20/24 08:53:25,HLT_Mu0_L1DoubleMu_v12,410810.401028763,209254.848501397,53.6,HFET
385986:10130,1635:1635,09/20/24 08:54:34,HLT_Mu0_L1DoubleMu_v12,409189.418696213,53.388989404,53.4,HFET
385986:10130,1636:1636,09/20/24 08:54:58,HLT_Mu0_L1DoubleMu_v12,409007.100279999,11242.516409796,53.3,HFET
385986:10130,1637:1637,09/20/24 08:55:21,HLT_Mu0_L1DoubleMu_v12,408975.940697158,392397.816334641,53.3,HFET
385986:10130,1638:1638,09/20/24 08:55:44,HLT_Mu0_L1DoubleMu_v12,408338.987444200,392247.516696874,53.3,HFET
385986:10130,1639:1639,09/20/24 08:56:08,HLT_Mu0_L1DoubleMu_v12,407532.795803928,390984.062334756,53.1,HFET
385986:10130,1640:1640,09/20/24 08:56:31,HLT_Mu0_L1DoubleMu_v12,407944.751588525,391612.941034995,53.2,HFET
385986:10130,1641:1641,09/20/24 08:56:54,HLT_Mu0_L1DoubleMu_v12,408153.069501025,388449.870306013,53.2,HFET
385986:10130,1642:1642,09/20/24 08:57:18,HLT_Mu0_L1DoubleMu_v12,408007.270636906,388222.393539350,53.2,HFET
385986:10130,1643:1643,09/20/24 08:57:41,HLT_Mu0_L1DoubleMu_v12,407862.192661210,388546.903084518,53.2,HFET
385986:10130,1644:1644,09/20/24 08:58:04,HLT_Mu0_L1DoubleMu_v12,407617.994985088,388070.203725936,53.2,HFET
385986:10130,1645:1645,09/20/24 08:58:28,HLT_Mu0_L1DoubleMu_v12,407618.115406223,387278.155568555,53.2,HFET
385986:10130,1646:1646,09/20/24 08:58:51,HLT_Mu0_L1DoubleMu_v12,407623.915281253,381585.235047568,53.2,HFET
385986:10130,1647:1647,09/20/24 08:59:14,HLT_Mu0_L1DoubleMu_v12,407529.115996211,388593.013661731,53.1,HFET
385986:10130,1648:1648,09/20/24 08:59:37,HLT_Mu0_L1DoubleMu_v12,407222.119108254,388287.517407798,53.1,HFET
385986:10130,1649:1649,09/20/24 09:00:01,HLT_Mu0_L1DoubleMu_v12,407005.801791846,386181.616938972,53.1,HFET
385986:10130,1650:1650,09/20/24 09:00:24,HLT_Mu0_L1DoubleMu_v12,406539.246082019,386956.239865612,53.0,HFET
385986:10130,1651:1651,09/20/24 09:00:47,HLT_Mu0_L1DoubleMu_v12,406536.566506988,387373.525288217,53.0,HFET
385986:10130,1652:1652,09/20/24 09:01:11,HLT_Mu0_L1DoubleMu_v12,406786.324035062,388002.800611567,53.1,HFET
385986:10130,1653:1653,09/20/24 09:01:34,HLT_Mu0_L1DoubleMu_v12,406519.926272315,387729.970703574,53.0,HFET
385986:10130,1654:1654,09/20/24 09:01:57,HLT_Mu0_L1DoubleMu_v12,406380.208265872,387411.377929347,53.0,HFET
385986:10130,1655:1655,09/20/24 09:02:21,HLT_Mu0_L1DoubleMu_v12,405912.052675264,386113.429762112,52.9,HFET
385986:10130,1656:1656,09/20/24 09:02:44,HLT_Mu0_L1DoubleMu_v12,405484.497029056,385735.895567738,52.9,HFET
385986:10130,1657:1657,09/20/24 09:03:07,HLT_Mu0_L1DoubleMu_v12,405824.853847924,161967.676707659,52.9,HFET
385986:10130,1658:1658,09/20/24 09:03:31,HLT_Mu0_L1DoubleMu_v12,405779.534541934,387178.620805197,52.9,HFET
385986:10130,1659:1659,09/20/24 09:03:54,HLT_Mu0_L1DoubleMu_v12,405610.015991163,381482.030849339,52.9,HFET
385986:10130,1660:1660,09/20/24 09:04:17,HLT_Mu0_L1DoubleMu_v12,405864.173396185,386567.223318831,52.9,HFET
385986:10130,1661:1661,09/20/24 09:04:41,HLT_Mu0_L1DoubleMu_v12,405031.542353851,386165.659796910,52.8,HFET
385986:10130,1662:1662,09/20/24 09:05:04,HLT_Mu0_L1DoubleMu_v12,404808.624812427,386190.263148259,52.8,HFET
385986:10130,1663:1663,09/20/24 09:05:27,HLT_Mu0_L1DoubleMu_v12,404572.946726745,386351.473935564,52.8,HFET
385986:10130,1664:1664,09/20/24 09:05:51,HLT_Mu0_L1DoubleMu_v12,404193.271178808,385670.785917910,52.7,HFET
385986:10130,1665:1665,09/20/24 09:06:14,HLT_Mu0_L1DoubleMu_v12,403740.275544033,385552.976813980,52.7,HFET
385986:10130,1666:1666,09/20/24 09:06:37,HLT_Mu0_L1DoubleMu_v12,404007.392556820,385131.177600858,52.7,HFET
385986:10130,1667:1667,09/20/24 09:07:00,HLT_Mu0_L1DoubleMu_v12,404014.113202970,385198.173834501,52.7,HFET
385986:10130,1668:1668,09/20/24 09:07:24,HLT_Mu0_L1DoubleMu_v12,403483.078119770,385660.413021807,52.6,HFET
385986:10130,1669:1669,09/20/24 09:07:47,HLT_Mu0_L1DoubleMu_v12,403222.200887789,385369.479073041,52.6,HFET
385986:10130,1670:1670,09/20/24 09:08:10,HLT_Mu0_L1DoubleMu_v12,403478.398898559,385267.090685905,52.6,HFET
385986:10130,1671:1671,09/20/24 09:08:34,HLT_Mu0_L1DoubleMu_v12,403235.920705162,384563.731065542,52.6,HFET
385986:10130,1672:1672,09/20/24 09:08:57,HLT_Mu0_L1DoubleMu_v12,402681.047152559,379668.314806871,52.5,HFET
385986:10130,1673:1673,09/20/24 09:09:20,HLT_Mu0_L1DoubleMu_v12,402149.692584717,383898.750751474,52.4,HFET
385986:10130,1674:1674,09/20/24 09:09:44,HLT_Mu0_L1DoubleMu_v12,399498.640158972,382604.204971965,52.1,HFET
385986:10130,1675:1675,09/20/24 09:10:07,HLT_Mu0_L1DoubleMu_v12,397118.465653677,380537.824808959,51.8,HFET
385986:10130,1676:1676,09/20/24 09:10:30,HLT_Mu0_L1DoubleMu_v12,394905.128485738,379368.280606645,51.5,HFET
385986:10130,1677:1677,09/20/24 09:10:54,HLT_Mu0_L1DoubleMu_v12,393557.582408345,378489.519915694,51.3,HFET
385986:10130,1678:1678,09/20/24 09:11:17,HLT_Mu0_L1DoubleMu_v12,393199.426198990,377876.433904311,51.3,HFET
385986:10130,1679:1679,09/20/24 09:11:40,HLT_Mu0_L1DoubleMu_v12,392995.268959552,378254.653191114,51.3,HFET
385986:10130,1680:1680,09/20/24 09:12:03,HLT_Mu0_L1DoubleMu_v12,392649.992077206,377610.359323912,51.2,HFET
385986:10130,1681:1681,09/20/24 09:12:27,HLT_Mu0_L1DoubleMu_v12,392549.153713249,377388.158572078,51.2,HFET
385986:10130,1682:1682,09/20/24 09:12:50,HLT_Mu0_L1DoubleMu_v12,392543.753603616,377236.522532498,51.2,HFET
385986:10130,1683:1683,09/20/24 09:13:13,HLT_Mu0_L1DoubleMu_v12,392124.638086284,376497.404757955,51.1,HFET
385986:10130,1684:1684,09/20/24 09:13:37,HLT_Mu0_L1DoubleMu_v12,391484.564533328,377084.706494219,51.1,HFET
385986:10130,1685:1685,09/20/24 09:14:00,HLT_Mu0_L1DoubleMu_v12,391763.921903840,372016.089689045,51.1,HFET
385986:10130,1686:1686,09/20/24 09:14:23,HLT_Mu0_L1DoubleMu_v12,391824.760790684,377191.687183974,51.1,HFET
385986:10130,1687:1687,09/20/24 09:14:47,HLT_Mu0_L1DoubleMu_v12,391459.444848594,376718.797530883,51.1,HFET
385986:10130,1688:1688,09/20/24 09:15:10,HLT_Mu0_L1DoubleMu_v12,391182.247685773,376172.155597790,51.0,HFET
385986:10130,1689:1689,09/20/24 09:15:33,HLT_Mu0_L1DoubleMu_v12,391360.606130816,376710.799356425,51.0,HFET
385986:10130,1690:1690,09/20/24 09:15:57,HLT_Mu0_L1DoubleMu_v12,391056.288817890,376511.233905752,51.0,HFET
385986:10130,1691:1691,09/20/24 09:16:20,HLT_Mu0_L1DoubleMu_v12,390509.934855726,376195.709741617,50.9,HFET
385986:10130,1692:1692,09/20/24 09:16:43,HLT_Mu0_L1DoubleMu_v12,390275.457704620,375492.118610153,50.9,HFET
385986:10130,1693:1693,09/20/24 09:17:06,HLT_Mu0_L1DoubleMu_v12,390164.538371437,375775.391732552,50.9,HFET
385986:10130,1694:1694,09/20/24 09:17:30,HLT_Mu0_L1DoubleMu_v12,389836.381769918,375683.671441053,50.8,HFET
385986:10130,1695:1695,09/20/24 09:17:53,HLT_Mu0_L1DoubleMu_v12,389153.669305195,373811.068239190,50.8,HFET
385986:10130,1696:1696,09/20/24 09:18:16,HLT_Mu0_L1DoubleMu_v12,389021.030750731,375195.901692724,50.7,HFET
385986:10130,1697:1697,09/20/24 09:18:40,HLT_Mu0_L1DoubleMu_v12,388886.351590519,374703.020330005,50.7,HFET
385986:10130,1698:1698,09/20/24 09:19:03,HLT_Mu0_L1DoubleMu_v12,388509.756202202,369214.348140836,50.7,HFET
385986:10130,1699:1699,09/20/24 09:19:26,HLT_Mu0_L1DoubleMu_v12,387968.161742005,374026.393048304,50.6,HFET
385986:10130,1700:1700,09/20/24 09:19:50,HLT_Mu0_L1DoubleMu_v12,387318.927990944,373607.206184161,50.5,HFET
385986:10130,1701:1701,09/20/24 09:20:13,HLT_Mu0_L1DoubleMu_v12,388783.312878492,374961.678605334,50.7,HFET
385986:10130,1702:1702,09/20/24 09:20:36,HLT_Mu0_L1DoubleMu_v12,388946.711250400,374810.543961676,50.7,HFET
385986:10130,1703:1703,09/20/24 09:21:00,HLT_Mu0_L1DoubleMu_v12,388847.752111488,374972.792363951,50.7,HFET
385986:10130,1704:1704,09/20/24 09:21:23,HLT_Mu0_L1DoubleMu_v12,388792.312515085,374800.295717357,50.7,HFET
385986:10130,1705:1705,09/20/24 09:21:46,HLT_Mu0_L1DoubleMu_v12,388581.075004477,374239.078327811,50.7,HFET
385986:10130,1706:1706,09/20/24 09:22:10,HLT_Mu0_L1DoubleMu_v12,388458.516600048,373889.660363166,50.7,HFET
385986:10130,1707:1707,09/20/24 09:22:33,HLT_Mu0_L1DoubleMu_v12,388377.317530437,374194.133609010,50.7,HFET
385986:10130,1708:1708,09/20/24 09:22:56,HLT_Mu0_L1DoubleMu_v12,388180.879531452,373295.487265897,50.6,HFET
385986:10130,1709:1709,09/20/24 09:23:19,HLT_Mu0_L1DoubleMu_v12,387871.562693483,373412.161349090,50.6,HFET
385986:10130,1710:1710,09/20/24 09:23:43,HLT_Mu0_L1DoubleMu_v12,387531.486038070,373133.668054867,50.5,HFET
385986:10130,1711:1711,09/20/24 09:24:06,HLT_Mu0_L1DoubleMu_v12,387462.606787749,368368.529303800,50.5,HFET
385986:10130,1712:1712,09/20/24 09:24:29,HLT_Mu0_L1DoubleMu_v12,387856.043112629,372595.413667234,50.6,HFET
385986:10130,1713:1713,09/20/24 09:24:53,HLT_Mu0_L1DoubleMu_v12,387118.090115011,373345.052232098,50.5,HFET
385986:10130,1714:1714,09/20/24 09:25:16,HLT_Mu0_L1DoubleMu_v12,386452.497111924,372735.304551506,50.4,HFET
385986:10130,1715:1715,09/20/24 09:25:39,HLT_Mu0_L1DoubleMu_v12,386870.653356141,372665.848098399,50.5,HFET
385986:10130,1716:1716,09/20/24 09:26:03,HLT_Mu0_L1DoubleMu_v12,385905.783524740,372314.867236261,50.3,HFET
385986:10130,1717:1717,09/20/24 09:26:26,HLT_Mu0_L1DoubleMu_v12,386590.735658719,372042.544550755,50.4,HFET
385986:10130,1718:1718,09/20/24 09:26:49,HLT_Mu0_L1DoubleMu_v12,386575.976287474,372834.885917684,50.4,HFET
385986:10130,1719:1719,09/20/24 09:27:13,HLT_Mu0_L1DoubleMu_v12,386505.896921769,372835.791089518,50.4,HFET
385986:10130,1720:1720,09/20/24 09:27:36,HLT_Mu0_L1DoubleMu_v12,386356.498530690,372033.696576987,50.4,HFET
385986:10130,1721:1721,09/20/24 09:27:59,HLT_Mu0_L1DoubleMu_v12,386161.020624012,372718.613388834,50.4,HFET
385986:10130,1722:1722,09/20/24 09:28:23,HLT_Mu0_L1DoubleMu_v12,385832.543718659,372475.625423216,50.3,HFET
385986:10130,1723:1723,09/20/24 09:28:46,HLT_Mu0_L1DoubleMu_v12,385598.346731008,370283.584622489,50.3,HFET
385986:10130,1724:1724,09/20/24 09:29:09,HLT_Mu0_L1DoubleMu_v12,386415.938238642,367043.790783168,50.4,HFET
385986:10130,1725:1725,09/20/24 09:29:32,HLT_Mu0_L1DoubleMu_v12,385683.545912169,372157.947854071,50.3,HFET
385986:10130,1726:1726,09/20/24 09:29:56,HLT_Mu0_L1DoubleMu_v12,384734.675707776,371259.445222592,50.2,HFET
385986:10130,1727:1727,09/20/24 09:30:19,HLT_Mu0_L1DoubleMu_v12,384431.998416010,370580.798183481,50.1,HFET
385986:10130,1728:1728,09/20/24 09:30:42,HLT_Mu0_L1DoubleMu_v12,384683.155942167,370947.112310521,50.2,HFET
385986:10130,1729:1729,09/20/24 09:31:06,HLT_Mu0_L1DoubleMu_v12,384440.398404507,371139.045297826,50.1,HFET
385986:10130,1730:1730,09/20/24 09:31:29,HLT_Mu0_L1DoubleMu_v12,384692.596303727,340548.855055290,50.2,HFET
385986:10130,1731:1731,09/20/24 09:31:52,HLT_Mu0_L1DoubleMu_v12,383988.523423551,309251.522332921,50.1,HFET
385986:10130,1732:1732,09/20/24 09:32:16,HLT_Mu0_L1DoubleMu_v12,383517.488375212,369650.077599836,50.0,HFET
385986:10130,1733:1733,09/20/24 09:32:39,HLT_Mu0_L1DoubleMu_v12,383346.970410948,369128.150101289,50.0,HFET
385986:10130,1734:1734,09/20/24 09:33:02,HLT_Mu0_L1DoubleMu_v12,383351.170405197,369173.617629878,50.0,HFET
385986:10130,1735:1735,09/20/24 09:33:26,HLT_Mu0_L1DoubleMu_v12,383193.612048697,369793.972250032,50.0,HFET
385986:10130,1736:1736,09/20/24 09:33:49,HLT_Mu0_L1DoubleMu_v12,382534.498849492,368875.151139086,49.9,HFET
385986:10130,1737:1737,09/20/24 09:34:12,HLT_Mu0_L1DoubleMu_v12,382510.339257065,364081.950485841,49.9,HFET
385986:10130,1738:1738,09/20/24 09:34:35,HLT_Mu0_L1DoubleMu_v12,382797.496148786,369741.513359681,49.9,HFET
385986:10130,1739:1739,09/20/24 09:34:59,HLT_Mu0_L1DoubleMu_v12,382657.897744286,368646.167801739,49.9,HFET
385986:10130,1740:1740,09/20/24 09:35:22,HLT_Mu0_L1DoubleMu_v12,382505.098889753,369502.102134516,49.9,HFET
385986:10130,1741:1741,09/20/24 09:35:45,HLT_Mu0_L1DoubleMu_v12,382169.222228589,368990.968952052,49.8,HFET
385986:10130,1742:1742,09/20/24 09:36:09,HLT_Mu0_L1DoubleMu_v12,381952.824631425,368797.924146906,49.8,HFET
385986:10130,1743:1743,09/20/24 09:36:32,HLT_Mu0_L1DoubleMu_v12,382204.621946056,368903.552073073,49.8,HFET
385986:10130,1744:1744,09/20/24 09:36:55,HLT_Mu0_L1DoubleMu_v12,382049.663703024,367705.610798517,49.8,HFET
385986:10130,1745:1745,09/20/24 09:37:19,HLT_Mu0_L1DoubleMu_v12,381655.308245406,368678.685840072,49.8,HFET
385986:10130,1746:1746,09/20/24 09:37:42,HLT_Mu0_L1DoubleMu_v12,381411.670077003,367850.583334614,49.7,HFET
385986:10130,1747:1747,09/20/24 09:38:05,HLT_Mu0_L1DoubleMu_v12,381576.908352769,368100.867566724,49.8,HFET
385986:10130,1748:1748,09/20/24 09:38:29,HLT_Mu0_L1DoubleMu_v12,381448.550073310,368510.026501030,49.7,HFET
385986:10130,1749:1749,09/20/24 09:38:52,HLT_Mu0_L1DoubleMu_v12,380995.154673138,338642.125480119,49.7,HFET
385986:10130,1751:1751,09/20/24 09:39:39,HLT_Mu0_L1DoubleMu_v12,380813.916770365,159761.173212136,49.7,HFET
385986:10130,1752:1752,09/20/24 09:40:02,HLT_Mu0_L1DoubleMu_v12,380502.039959307,360402.226615466,49.6,HFET
385986:10130,1753:1753,09/20/24 09:40:25,HLT_Mu0_L1DoubleMu_v12,379938.165950919,365198.904315323,49.6,HFET
385986:10130,1754:1754,09/20/24 09:40:48,HLT_Mu0_L1DoubleMu_v12,379995.765755012,365875.961902210,49.6,HFET
385986:10130,1755:1755,09/20/24 09:41:12,HLT_Mu0_L1DoubleMu_v12,380198.763019445,367024.920554175,49.6,HFET
385986:10130,1756:1756,09/20/24 09:41:35,HLT_Mu0_L1DoubleMu_v12,379987.125743439,282916.907697209,49.6,HFET
385986:10130,1757:1757,09/20/24 09:41:58,HLT_Mu0_L1DoubleMu_v12,379903.566583438,353534.993563450,49.5,HFET
385986:10130,1758:1758,09/20/24 09:42:22,HLT_Mu0_L1DoubleMu_v12,379579.089789635,365345.393718129,49.5,HFET
385986:10130,1759:1759,09/20/24 09:42:45,HLT_Mu0_L1DoubleMu_v12,379199.853328282,364930.119562910,49.5,HFET
385986:10130,1760:1760,09/20/24 09:43:08,HLT_Mu0_L1DoubleMu_v12,379095.614500871,365366.162700374,49.4,HFET
385986:10130,1761:1761,09/20/24 09:43:32,HLT_Mu0_L1DoubleMu_v12,378855.217053601,364877.152193662,49.4,HFET
385986:10130,1762:1762,09/20/24 09:43:55,HLT_Mu0_L1DoubleMu_v12,378425.102253496,225435.478356323,49.4,HFET
385986:10130,1763:1763,09/20/24 09:44:18,HLT_Mu0_L1DoubleMu_v12,378126.745377113,363844.349088560,49.3,HFET
385986:10130,1764:1764,09/20/24 09:44:42,HLT_Mu0_L1DoubleMu_v12,378448.541776693,364839.230515226,49.4,HFET
385986:10130,1765:1765,09/20/24 09:45:05,HLT_Mu0_L1DoubleMu_v12,378253.183471958,360159.080338804,49.3,HFET
385986:10130,1766:1766,09/20/24 09:45:28,HLT_Mu0_L1DoubleMu_v12,378036.626132473,364525.424162742,49.3,HFET
385986:10130,1767:1767,09/20/24 09:45:51,HLT_Mu0_L1DoubleMu_v12,377801.428092945,285446.539134598,49.3,HFET
385986:10130,1768:1768,09/20/24 09:46:15,HLT_Mu0_L1DoubleMu_v12,377646.669732611,364465.763299189,49.3,HFET
385986:10130,1769:1769,09/20/24 09:46:38,HLT_Mu0_L1DoubleMu_v12,377600.630357391,363260.867233016,49.2,HFET
385986:10130,1770:1770,09/20/24 09:47:01,HLT_Mu0_L1DoubleMu_v12,377464.751900986,364573.324981975,49.2,HFET
385986:10130,1771:1771,09/20/24 09:47:25,HLT_Mu0_L1DoubleMu_v12,377043.516316340,363476.700806225,49.2,HFET
385986:10130,1772:1772,09/20/24 09:47:48,HLT_Mu0_L1DoubleMu_v12,376729.359695649,363967.101179522,49.1,HFET
385986:10130,1773:1773,09/20/24 09:48:11,HLT_Mu0_L1DoubleMu_v12,376961.437435178,363543.013463740,49.2,HFET
385986:10130,1774:1774,09/20/24 09:48:35,HLT_Mu0_L1DoubleMu_v12,376890.797742564,363300.523522566,49.2,HFET
385986:10130,1775:1775,09/20/24 09:48:58,HLT_Mu0_L1DoubleMu_v12,376566.761673728,363864.624617453,49.1,HFET
385986:10130,1776:1776,09/20/24 09:49:21,HLT_Mu0_L1DoubleMu_v12,376443.042475101,363925.615608417,49.1,HFET
385986:10130,1777:1777,09/20/24 09:49:45,HLT_Mu0_L1DoubleMu_v12,376489.442294532,363896.232293783,49.1,HFET
385986:10130,1778:1778,09/20/24 09:50:08,HLT_Mu0_L1DoubleMu_v12,376348.763376591,358086.893171636,49.1,HFET
385986:10130,1779:1779,09/20/24 09:50:31,HLT_Mu0_L1DoubleMu_v12,375886.328199447,363476.188440742,49.0,HFET
385986:10130,1780:1780,09/20/24 09:50:55,HLT_Mu0_L1DoubleMu_v12,375835.408901126,362520.120696771,49.0,HFET
385986:10130,1781:1781,09/20/24 09:51:18,HLT_Mu0_L1DoubleMu_v12,375868.888433979,363534.402880602,49.0,HFET
385986:10130,1782:1782,09/20/24 09:51:41,HLT_Mu0_L1DoubleMu_v12,375621.571277051,362797.507252601,49.0,HFET
385986:10130,1783:1783,09/20/24 09:52:04,HLT_Mu0_L1DoubleMu_v12,375074.937151432,362770.214172827,48.9,HFET
385986:10130,1784:1784,09/20/24 09:52:28,HLT_Mu0_L1DoubleMu_v12,375111.976890060,362193.847185421,48.9,HFET
385986:10130,1785:1785,09/20/24 09:52:51,HLT_Mu0_L1DoubleMu_v12,375052.377439787,361072.082990403,48.9,HFET
385986:10130,1786:1786,09/20/24 09:53:14,HLT_Mu0_L1DoubleMu_v12,374427.903748441,362113.638347963,48.8,HFET
385986:10130,1787:1787,09/20/24 09:53:38,HLT_Mu0_L1DoubleMu_v12,373919.989522987,361678.169216299,48.8,HFET
385986:10130,1788:1788,09/20/24 09:54:01,HLT_Mu0_L1DoubleMu_v12,374045.747688980,362157.501999334,48.8,HFET
385986:10130,1789:1789,09/20/24 09:54:24,HLT_Mu0_L1DoubleMu_v12,373883.349549757,361540.605558559,48.8,HFET
385986:10130,1790:1790,09/20/24 09:54:48,HLT_Mu0_L1DoubleMu_v12,373274.915625796,361502.787462966,48.7,HFET
385986:10130,1791:1791,09/20/24 09:55:11,HLT_Mu0_L1DoubleMu_v12,372782.401379253,355678.227871100,48.6,HFET
385986:10130,1792:1792,09/20/24 09:55:34,HLT_Mu0_L1DoubleMu_v12,372952.039531966,359905.751016843,48.6,HFET
385986:10130,1793:1793,09/20/24 09:55:58,HLT_Mu0_L1DoubleMu_v12,372662.522549855,360757.885793449,48.6,HFET
385986:10130,1794:1794,09/20/24 09:56:21,HLT_Mu0_L1DoubleMu_v12,372023.808854604,360401.138749023,48.5,HFET
385986:10130,1795:1795,09/20/24 09:56:44,HLT_Mu0_L1DoubleMu_v12,371872.530419288,360226.166417016,48.5,HFET
385986:10130,1796:1796,09/20/24 09:57:08,HLT_Mu0_L1DoubleMu_v12,372401.764919817,360806.710527137,48.6,HFET
385986:10130,1797:1797,09/20/24 09:57:31,HLT_Mu0_L1DoubleMu_v12,372363.925650395,359396.524977136,48.6,HFET
385986:10130,1798:1798,09/20/24 09:57:54,HLT_Mu0_L1DoubleMu_v12,372512.004324148,360894.154767053,48.6,HFET
385986:10130,1799:1799,09/20/24 09:58:17,HLT_Mu0_L1DoubleMu_v12,372391.085121687,360911.309954880,48.6,HFET
385986:10130,1800:1800,09/20/24 09:58:41,HLT_Mu0_L1DoubleMu_v12,372523.124028054,361131.123004387,48.6,HFET
385986:10130,1801:1801,09/20/24 09:59:04,HLT_Mu0_L1DoubleMu_v12,372347.285415722,360223.168761662,48.6,HFET
