#Data tag : 24v1 , Norm tag: composite
+-------------+-------------------+------+------+---------------------+---------------------+
| run:fill    | time              | nls  | ncms | delivered(/ub)      | recorded(/ub)       |
+-------------+-------------------+------+------+---------------------+---------------------+
| 367661:8784 | 05/17/23 22:24:43 | 317  | 317  | 117366943.660576120 | 109464135.609829053 |
| 367662:8784 | 05/18/23 00:29:53 | 18   | 18   | 8242248.296874690   | 7409694.497398069   |
| 367663:8784 | 05/18/23 00:38:47 | 1    | 1    | 437870.862394338    | 400442.275677101    |
| 367665:8784 | 05/18/23 00:51:18 | 271  | 271  | 123047376.362997934 | 113950535.290973693 |
| 367666:8784 | 05/18/23 02:39:54 | 82   | 82   | 37368370.460107081  | 34179042.110195726  |
| 367691:8786 | 05/18/23 12:45:43 | 156  | 156  | 48050469.664164983  | 43940584.118208930  |
| 367696:8786 | 05/18/23 14:31:37 | 1912 | 1912 | 673880958.932248354 | 641261926.812648416 |
| 367699:8786 | 05/19/23 03:14:55 | 151  | 151  | 30186656.800054338  | 29426174.161048882  |
| 367730:8794 | 05/19/23 17:40:18 | 515  | 515  | 205775145.670137823 | 191993402.797204942 |
| 367742:8796 | 05/20/23 03:16:41 | 405  | 405  | 161874084.313040793 | 154397368.501401305 |
| 367758:8804 | 05/21/23 03:47:38 | 716  | 716  | 293081838.613535345 | 278475518.710669577 |
+-------------+-------------------+------+------+---------------------+---------------------+
#Summary: 
+-------+------+------+------+----------------------+----------------------+
| nfill | nrun | nls  | ncms | totdelivered(/ub)    | totrecorded(/ub)     |
+-------+------+------+------+----------------------+----------------------+
| 5     | 11   | 4544 | 4544 | 1699311963.636131763 | 1604898824.885255814 |
+-------+------+------+------+----------------------+----------------------+
#Check JSON:
#(run,ls) in json but not in results: []
