#Data tag : 24v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
370357:9049,1:1,07/09/23 22:29:46,STABLE BEAMS,6800,490192.311850817,453008.248516751,61.0,HFET
370357:9049,2:2,07/09/23 22:30:10,STABLE BEAMS,6800,490104.758895758,456842.508023422,61.0,HFET
370357:9049,3:3,07/09/23 22:30:33,STABLE BEAMS,6800,489426.468840000,469903.691380025,61.0,HFET
370357:9049,4:4,07/09/23 22:30:57,STABLE BEAMS,6800,489005.191778732,471432.687337756,60.9,HFET
370357:9049,5:5,07/09/23 22:31:20,STABLE BEAMS,6800,488784.375761962,348114.614714485,60.8,HFET
370357:9049,6:6,07/09/23 22:31:43,STABLE BEAMS,6800,488742.717068709,463773.275845790,60.8,HFET
370357:9049,7:7,07/09/23 22:32:06,STABLE BEAMS,6800,488245.132172199,470272.568141052,60.8,HFET
370357:9049,8:8,07/09/23 22:32:30,STABLE BEAMS,6800,487980.655066256,462508.484257888,60.7,HFET
370357:9049,9:9,07/09/23 22:32:53,STABLE BEAMS,6800,487915.914039582,469806.716208072,60.7,HFET
370357:9049,10:10,07/09/23 22:33:16,STABLE BEAMS,6800,487473.100149543,432483.245090935,60.7,HFET
370357:9049,11:11,07/09/23 22:33:40,STABLE BEAMS,6800,486266.538887725,388139.131442777,60.5,HFET
370357:9049,12:12,07/09/23 22:34:03,STABLE BEAMS,6800,486200.704585513,469110.397595791,60.5,HFET
370357:9049,13:13,07/09/23 22:34:26,STABLE BEAMS,6800,486406.312650026,469218.482685044,60.5,HFET
370357:9049,14:14,07/09/23 22:34:50,STABLE BEAMS,6800,486102.361070828,469083.853611680,60.5,HFET
370357:9049,15:15,07/09/23 22:35:13,STABLE BEAMS,6800,485531.065159863,440243.412763217,60.4,HFET
370357:9049,16:16,07/09/23 22:35:36,STABLE BEAMS,6800,485291.675114340,349418.221080594,60.4,HFET
370357:9049,17:17,07/09/23 22:36:00,STABLE BEAMS,6800,485075.640138354,461703.215726453,60.4,HFET
370357:9049,18:18,07/09/23 22:36:23,STABLE BEAMS,6800,484370.078802178,467091.693453794,60.4,HFET
370357:9049,19:19,07/09/23 22:36:46,STABLE BEAMS,6800,483793.910938390,460624.863749446,60.2,HFET
370357:9049,20:20,07/09/23 22:37:10,STABLE BEAMS,6800,483940.242022840,467361.359539155,60.2,HFET
370357:9049,21:21,07/09/23 22:37:33,STABLE BEAMS,6800,483864.300166830,460431.412256211,60.2,HFET
370357:9049,22:22,07/09/23 22:37:56,STABLE BEAMS,6800,483469.746582672,466213.895764402,60.2,HFET
370357:9049,23:23,07/09/23 22:38:19,STABLE BEAMS,6800,482950.762390988,466109.043880205,60.1,HFET
370357:9049,24:24,07/09/23 22:38:43,STABLE BEAMS,6800,482788.862037205,465861.548676804,60.1,HFET
370357:9049,25:25,07/09/23 22:39:06,STABLE BEAMS,6800,481536.499756696,465447.782348548,60.0,HFET
370357:9049,26:26,07/09/23 22:39:29,STABLE BEAMS,6800,481842.817379969,464540.209801066,59.9,HFET
370357:9049,27:27,07/09/23 22:39:53,STABLE BEAMS,6800,481453.683551942,465489.531953838,60.0,HFET
370357:9049,28:28,07/09/23 22:40:16,STABLE BEAMS,6800,479094.695650508,458549.157759421,59.7,HFET
370357:9049,29:29,07/09/23 22:40:39,STABLE BEAMS,6800,478611.770902947,461788.353684801,59.6,HFET
