#Data tag : 24v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
395649:10932,1:1,08/10/25 07:08:58,STABLE BEAMS,6799,503433.881008994,431606.449765042,62.8,HFET
395649:10932,2:2,08/10/25 07:09:22,STABLE BEAMS,6799,502347.789853341,467721.585670074,62.6,HFET
395649:10932,3:3,08/10/25 07:09:45,STABLE BEAMS,6799,501899.831274365,477003.599884150,62.6,HFET
395649:10932,4:4,08/10/25 07:10:08,STABLE BEAMS,6799,501833.132142250,477355.856059710,62.6,HFET
395649:10932,5:5,08/10/25 07:10:32,STABLE BEAMS,6799,501268.209398278,339440.545618207,62.5,HFET
395649:10932,6:6,08/10/25 07:10:55,STABLE BEAMS,6799,505138.707842071,451127.178207538,62.4,HFET
395649:10932,7:7,08/10/25 07:11:18,STABLE BEAMS,6799,505446.165362440,478447.730619647,63.1,HFET
395649:10932,8:8,08/10/25 07:11:41,STABLE BEAMS,6799,504354.202221542,478660.350566501,62.9,HFET
395649:10932,9:9,08/10/25 07:12:05,STABLE BEAMS,6799,502828.709873904,478360.587934299,62.7,HFET
395649:10932,10:10,08/10/25 07:12:28,STABLE BEAMS,6799,501338.824741275,365431.586395441,62.5,HFET
395649:10932,11:11,08/10/25 07:12:51,STABLE BEAMS,6799,502937.979150732,395499.146281772,62.3,HFET
395649:10932,12:12,08/10/25 07:13:15,STABLE BEAMS,6799,505170.806784833,453408.401350038,63.1,HFET
395649:10932,13:13,08/10/25 07:13:38,STABLE BEAMS,6799,503275.167238709,466478.237667827,62.9,HFET
395649:10932,14:14,08/10/25 07:14:01,STABLE BEAMS,6799,501832.358224385,469560.997286035,62.7,HFET
395649:10932,15:15,08/10/25 07:14:25,STABLE BEAMS,6799,500574.848923860,473026.790301391,62.5,HFET
395649:10932,16:16,08/10/25 07:14:48,STABLE BEAMS,6799,504993.926924428,377755.067513705,62.3,HFET
