#Data tag : 24v2 , Norm tag: composite
+-------------+-------------------+------+------+---------------------+---------------------+
| run:fill    | time              | nls  | ncms | delivered(/ub)      | recorded(/ub)       |
+-------------+-------------------+------+------+---------------------+---------------------+
| 277981:5151 | 08/01/16 11:52:59 | 76   | 76   | 4911178.378461341   | 4547745.293762495   |
| 277991:5151 | 08/01/16 15:43:56 | 85   | 85   | 4895672.857824254   | 4650077.155615664   |
| 277992:5151 | 08/01/16 16:22:25 | 312  | 312  | 17487744.997430664  | 16618837.712391052  |
| 278017:5154 | 08/01/16 23:26:43 | 513  | 513  | 134165175.705139458 | 127003362.463700131 |
| 278018:5154 | 08/02/16 02:52:01 | 1157 | 1157 | 227305017.620698959 | 216470282.653874129 |
| 278167:5161 | 08/03/16 18:39:02 | 2168 | 2168 | 331383562.742250621 | 317656008.325630844 |
| 278175:5161 | 08/04/16 08:44:58 | 88   | 88   | 9356527.739235695   | 9121976.661853097   |
| 278193:5162 | 08/04/16 12:31:44 | 155  | 155  | 36753241.269168265  | 34971065.750247315  |
| 278239:5163 | 08/04/16 23:23:01 | 663  | 663  | 143221367.103125632 | 134595554.924890399 |
| 278240:5163 | 08/05/16 03:46:54 | 1306 | 1306 | 208135030.557787746 | 199813919.143338829 |
| 278273:5169 | 08/05/16 17:37:20 | 36   | 36   | 7254567.457763658   | 5915094.695502700   |
| 278274:5169 | 08/05/16 17:55:42 | 84   | 84   | 19547544.485199340  | 18218056.265772175  |
| 278288:5170 | 08/05/16 21:11:12 | 15   | 15   | 3780501.843418937   | 2906663.808709449   |
| 278289:5170 | 08/05/16 21:18:02 | 51   | 51   | 11336655.882513192  | 9766294.410202026   |
| 278290:5170 | 08/05/16 21:42:34 | 11   | 11   | 2643739.516346537   | 2448792.358311372   |
| 278308:5173 | 08/06/16 13:00:39 | 1785 | 1785 | 339374059.272292793 | 323203563.511725545 |
| 278309:5173 | 08/07/16 00:39:30 | 10   | 10   | 1427395.333532386   | 1342440.041531490   |
| 278310:5173 | 08/07/16 00:47:36 | 708  | 708  | 92157362.854003862  | 89216196.553991541  |
| 278315:5179 | 08/07/16 10:56:52 | 695  | 695  | 151688993.544930369 | 139344229.504982471 |
| 278345:5181 | 08/08/16 00:13:39 | 748  | 748  | 165555107.175388634 | 152163934.201260626 |
| 278346:5181 | 08/08/16 05:08:15 | 117  | 117  | 22419978.138277989  | 21342161.257597707  |
| 278349:5181 | 08/08/16 06:27:06 | 631  | 631  | 102715807.822360456 | 98082773.790379062  |
| 278366:5181 | 08/08/16 10:36:47 | 453  | 453  | 62155738.603083134  | 59965423.895002626  |
| 278406:5183 | 08/08/16 17:15:50 | 1598 | 1598 | 316402919.669879317 | 300244235.784521580 |
| 278509:5187 | 08/09/16 18:29:15 | 1467 | 1467 | 297804395.858734548 | 276277381.767370582 |
| 278770:5197 | 08/13/16 06:54:00 | 767  | 767  | 172788929.204321384 | 165550062.142060161 |
+-------------+-------------------+------+------+---------------------+---------------------+
#Summary: 
+-------+------+-------+-------+----------------------+----------------------+
| nfill | nrun | nls   | ncms  | totdelivered(/ub)    | totrecorded(/ub)     |
+-------+------+-------+-------+----------------------+----------------------+
| 13    | 26   | 15699 | 15699 | 2886668215.633169174 | 2731436134.074225426 |
+-------+------+-------+-------+----------------------+----------------------+
#Check JSON:
#(run,ls) in json but not in results: []
