#Data tag : 24v2 , Norm tag: composite
+-------------+-------------------+------+------+---------------------+---------------------+
| run:fill    | time              | nls  | ncms | delivered(/ub)      | recorded(/ub)       |
+-------------+-------------------+------+------+---------------------+---------------------+
| 303824:6239 | 09/24/17 02:56:57 | 487  | 487  | 77935446.528031260  | 75454751.130325124  |
| 303825:6239 | 09/24/17 07:38:22 | 180  | 180  | 23267728.248961385  | 22834484.259513102  |
| 303832:6240 | 09/24/17 11:12:03 | 1860 | 1860 | 331441388.061242104 | 321772404.777477384 |
| 303838:6241 | 09/25/17 01:48:14 | 1962 | 1962 | 392501205.292724252 | 380035364.517829359 |
| 303885:6243 | 09/25/17 19:09:18 | 1991 | 1991 | 415190816.629582167 | 400158999.131157756 |
| 303948:6245 | 09/26/17 12:47:20 | 1624 | 1624 | 366223326.818031311 | 351609948.471668780 |
| 303998:6247 | 09/27/17 07:04:50 | 258  | 258  | 78133191.773603201  | 73026070.550043046  |
| 303999:6247 | 09/27/17 08:51:42 | 744  | 744  | 179194599.864034951 | 172738813.238704532 |
| 304000:6247 | 09/27/17 13:43:21 | 56   | 56   | 10854211.483594308  | 10644324.263812700  |
| 304062:6252 | 09/27/17 20:37:25 | 1960 | 1960 | 394814976.506933093 | 382104603.404872715 |
| 304119:6253 | 09/28/17 12:28:48 | 71   | 71   | 23493591.709553614  | 21460821.328162935  |
| 304120:6253 | 09/28/17 13:00:38 | 248  | 248  | 76371718.010911167  | 72288317.731701702  |
| 304125:6253 | 09/28/17 14:40:12 | 1769 | 1769 | 347273370.333330989 | 338100566.022517502 |
| 304144:6255 | 09/29/17 05:27:56 | 2579 | 2579 | 556383613.604247689 | 533880990.523561418 |
| 304158:6258 | 09/30/17 06:34:02 | 1920 | 1920 | 382727245.828832269 | 370884680.204010665 |
| 304169:6259 | 09/30/17 22:12:01 | 1682 | 1682 | 352230003.388378322 | 338591907.514846087 |
| 304170:6259 | 10/01/17 09:08:28 | 614  | 614  | 76249538.984019667  | 74815981.252041459  |
| 304199:6261 | 10/01/17 18:52:32 | 3    | 3    | 946519.571184223    | 42162.679054404     |
| 304200:6261 | 10/01/17 18:55:56 | 321  | 321  | 92919220.870712459  | 88141922.514101818  |
| 304204:6262 | 10/01/17 23:41:28 | 553  | 553  | 162979487.032392681 | 153181547.785202920 |
| 304209:6263 | 10/02/17 05:33:50 | 425  | 425  | 132757809.187342674 | 122614531.843380615 |
| 304291:6266 | 10/02/17 17:40:12 | 22   | 22   | 5820331.058787332   | 3372765.122274412   |
| 304292:6266 | 10/02/17 17:51:42 | 1810 | 1810 | 377884809.348144054 | 356762529.585666180 |
| 304333:6268 | 10/03/17 11:50:16 | 1580 | 1580 | 382161342.338628829 | 366646071.087031126 |
| 304354:6269 | 10/04/17 03:17:59 | 214  | 214  | 72347948.336653903  | 68254535.430143654  |
| 304366:6271 | 10/04/17 09:20:21 | 1818 | 1818 | 435431762.691893816 | 419018022.401801705 |
| 304446:6272 | 10/05/17 00:46:48 | 65   | 65   | 23137607.316995364  | 19011383.138092425  |
| 304447:6272 | 10/05/17 01:17:36 | 1643 | 1643 | 387270051.876442373 | 369788417.612343431 |
| 304451:6272 | 10/05/17 12:14:42 | 54   | 54   | 7874267.427757112   | 7415690.456869061   |
| 304505:6275 | 10/05/17 18:53:15 | 23   | 23   | 8093444.665383645   | 7711608.028074433   |
| 304506:6275 | 10/05/17 19:04:50 | 370  | 370  | 124625293.933255717 | 119535842.415305853 |
| 304507:6275 | 10/05/17 21:32:15 | 234  | 234  | 68974404.783267736  | 50591786.627323352  |
| 304508:6275 | 10/05/17 23:07:03 | 1324 | 1324 | 254739966.846013248 | 248024589.685993552 |
| 304562:6276 | 10/06/17 12:30:33 | 792  | 792  | 234893922.950438261 | 221933737.830399841 |
| 304616:6278 | 10/06/17 22:15:30 | 939  | 939  | 266813152.594632864 | 252446890.065673620 |
