#Data tag : 24v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
397619:11124,35:35,09/30/25 01:30:53,STABLE BEAMS,6799,351112.085074024,44864.376833191,43.8,HFET
397619:11124,36:36,09/30/25 01:31:16,STABLE BEAMS,6799,349219.349434097,279723.694192644,43.5,HFET
397619:11124,37:37,09/30/25 01:31:40,STABLE BEAMS,6799,397951.476325576,383733.182797145,49.6,HFET
397619:11124,38:38,09/30/25 01:32:03,STABLE BEAMS,6799,423826.664592404,408770.755337172,52.8,HFET
397619:11124,39:39,09/30/25 01:32:26,STABLE BEAMS,6799,423101.303632524,410089.198880194,52.7,HFET
397619:11124,40:40,09/30/25 01:32:50,STABLE BEAMS,6799,422490.683231404,335039.215454510,52.7,HFET
397619:11124,41:41,09/30/25 01:33:13,STABLE BEAMS,6799,421923.410990495,271007.333637349,52.6,HFET
397619:11124,42:42,09/30/25 01:33:36,STABLE BEAMS,6799,421502.472894277,391940.203361751,52.5,HFET
397619:11124,43:43,09/30/25 01:34:00,STABLE BEAMS,6799,421180.892034973,404525.843005688,52.5,HFET
397619:11124,44:44,09/30/25 01:34:23,STABLE BEAMS,6799,420797.404539494,406628.735509962,52.5,HFET
397619:11124,45:45,09/30/25 01:34:46,STABLE BEAMS,6799,420422.536164160,406911.506795580,52.4,HFET
397619:11124,46:46,09/30/25 01:35:10,STABLE BEAMS,6799,420442.003516377,363495.475161159,52.4,HFET
397619:11124,47:47,09/30/25 01:35:33,STABLE BEAMS,6799,432549.971014427,299946.416375613,53.9,HFET
397619:11124,48:48,09/30/25 01:35:56,STABLE BEAMS,6799,444494.116102056,421657.887382260,55.4,HFET
397619:11124,49:49,09/30/25 01:36:20,STABLE BEAMS,6799,460236.602022121,441088.185826969,57.4,HFET
397619:11124,50:50,09/30/25 01:36:43,STABLE BEAMS,6799,472556.853786743,454877.969220495,58.9,HFET
397619:11124,51:51,09/30/25 01:37:06,STABLE BEAMS,6799,476650.089486441,459289.778204546,59.4,HFET
397619:11124,52:52,09/30/25 01:37:29,STABLE BEAMS,6799,472905.490608161,343268.013452764,59.0,HFET
397619:11124,53:53,09/30/25 01:37:53,STABLE BEAMS,6799,461094.646244616,444216.097860219,57.5,HFET
397619:11124,54:54,09/30/25 01:38:16,STABLE BEAMS,6799,444712.710132200,431007.646420532,55.4,HFET
397619:11124,55:55,09/30/25 01:38:39,STABLE BEAMS,6799,424988.595306424,406634.190189767,53.0,HFET
