#Data tag : 24v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
379774:9549,29:29,04/21/24 03:13:58,STABLE BEAMS,6800,243586.240936085,36903.660663520,37.7,HFET
379774:9549,30:30,04/21/24 03:14:21,STABLE BEAMS,6800,26557.294658574,26460.445768176,4.1,HFET
379774:9549,31:31,04/21/24 03:14:44,STABLE BEAMS,6800,31728.865683922,31620.008036880,4.9,HFET
379774:9549,32:32,04/21/24 03:15:08,STABLE BEAMS,6800,131739.784278613,130687.057418154,20.4,HFET
379774:9549,33:33,04/21/24 03:15:31,STABLE BEAMS,6800,226042.201469607,223367.920506161,35.0,HFET
379774:9549,34:34,04/21/24 03:15:54,STABLE BEAMS,6800,126102.858783826,125184.459144986,19.5,HFET
379774:9549,35:35,04/21/24 03:16:17,STABLE BEAMS,6800,30085.690266482,29981.464733414,4.7,HFET
379774:9549,36:36,04/21/24 03:16:41,STABLE BEAMS,6800,33373.550358676,33256.118003345,5.2,HFET
379774:9549,37:37,04/21/24 03:17:04,STABLE BEAMS,6800,117300.096434432,116407.413890490,18.2,HFET
379774:9549,38:38,04/21/24 03:17:27,STABLE BEAMS,6800,29417.609791405,29319.508610228,4.6,HFET
379774:9549,39:39,04/21/24 03:17:51,STABLE BEAMS,6800,125674.831208085,124786.854369963,19.5,HFET
379774:9549,40:40,04/21/24 03:18:14,STABLE BEAMS,6800,225075.692585561,222413.786425894,34.9,HFET
379774:9549,41:41,04/21/24 03:18:37,STABLE BEAMS,6800,164551.864654962,163053.034863124,25.5,HFET
379774:9549,42:42,04/21/24 03:19:01,STABLE BEAMS,6800,59356.295643565,59088.016577136,9.2,HFET
379774:9549,43:43,04/21/24 03:19:24,STABLE BEAMS,6800,42575.411056633,41804.143414169,6.6,HFET
379774:9549,44:44,04/21/24 03:19:47,STABLE BEAMS,6800,242054.691117373,238957.790849144,37.5,HFET
379774:9549,45:45,04/21/24 03:20:11,STABLE BEAMS,6800,242848.780621740,239735.341472511,37.6,HFET
379774:9549,46:46,04/21/24 03:20:34,STABLE BEAMS,6800,242508.643008243,239416.165056576,37.6,HFET
379774:9549,47:47,04/21/24 03:20:57,STABLE BEAMS,6800,240953.769876326,237905.792225895,37.3,HFET
379774:9549,48:48,04/21/24 03:21:20,STABLE BEAMS,6800,241001.280620364,237938.591929704,37.3,HFET
379774:9549,49:49,04/21/24 03:21:44,STABLE BEAMS,6800,242058.856809089,238974.082362858,37.5,HFET
379774:9549,50:50,04/21/24 03:22:07,STABLE BEAMS,6800,241921.834014848,238825.876527429,37.5,HFET
379774:9549,51:51,04/21/24 03:22:30,STABLE BEAMS,6800,240313.327405524,237284.353534557,37.2,HFET
379774:9549,52:52,04/21/24 03:22:54,STABLE BEAMS,6800,239940.556181426,236924.162554665,37.2,HFET
379774:9549,53:53,04/21/24 03:23:17,STABLE BEAMS,6800,239378.146127183,236027.813735228,37.1,HFET
379774:9549,54:54,04/21/24 03:23:40,STABLE BEAMS,6800,239397.476729453,236387.492323034,37.1,HFET
379774:9549,55:55,04/21/24 03:24:04,STABLE BEAMS,6800,238688.292482581,235684.418294916,37.0,HFET
379774:9549,56:56,04/21/24 03:24:27,STABLE BEAMS,6800,238718.948608345,235747.218011257,37.0,HFET
379774:9549,57:57,04/21/24 03:24:50,STABLE BEAMS,6800,239107.940712038,236113.583027864,37.0,HFET
379774:9549,58:58,04/21/24 03:25:14,STABLE BEAMS,6800,239224.730258843,236136.691895523,37.1,HFET
379774:9549,59:59,04/21/24 03:25:37,STABLE BEAMS,6800,238980.650445554,235989.632862576,37.0,HFET
379774:9549,60:60,04/21/24 03:26:00,STABLE BEAMS,6800,238766.938980912,235780.111821832,37.0,HFET
379774:9549,61:61,04/21/24 03:26:24,STABLE BEAMS,6800,238640.743211006,235664.922376656,37.0,HFET
379774:9549,62:62,04/21/24 03:26:47,STABLE BEAMS,6800,238522.072105070,235548.118492423,36.9,HFET
379774:9549,63:63,04/21/24 03:27:10,STABLE BEAMS,6800,238399.792777300,232790.946620161,36.9,HFET
379774:9549,64:64,04/21/24 03:27:33,STABLE BEAMS,6800,238262.482205942,234730.154036738,36.9,HFET
379774:9549,65:65,04/21/24 03:27:57,STABLE BEAMS,6800,238778.763789842,235803.808808786,37.0,HFET
379774:9549,66:66,04/21/24 03:28:20,STABLE BEAMS,6800,244688.832227945,241531.454695037,37.9,HFET
379774:9549,67:67,04/21/24 03:28:43,STABLE BEAMS,6800,251169.180559547,247851.947623398,38.9,HFET
379774:9549,68:68,04/21/24 03:29:07,STABLE BEAMS,6800,259744.506205607,256165.828114728,40.2,HFET
379774:9549,69:69,04/21/24 03:29:30,STABLE BEAMS,6800,270306.042782452,266359.017105676,41.9,HFET
379774:9549,70:70,04/21/24 03:29:53,STABLE BEAMS,6800,280058.115008608,275809.872181476,43.4,HFET
379774:9549,71:71,04/21/24 03:30:17,STABLE BEAMS,6800,289892.231232888,285305.903322333,44.9,HFET
379774:9549,72:72,04/21/24 03:30:40,STABLE BEAMS,6800,302257.212751309,297150.122274996,46.8,HFET
379774:9549,73:73,04/21/24 03:31:03,STABLE BEAMS,6800,314604.975605539,308962.502428912,48.7,HFET
379774:9549,74:74,04/21/24 03:31:27,STABLE BEAMS,6800,327929.728406587,321709.225912388,50.8,HFET
379774:9549,75:75,04/21/24 03:31:50,STABLE BEAMS,6800,342282.149805612,335288.659061738,53.0,HFET
379774:9549,76:76,04/21/24 03:32:13,STABLE BEAMS,6800,355111.391296894,8771.479346546,55.0,HFET
379774:9549,77:77,04/21/24 03:32:36,STABLE BEAMS,6800,363513.336733665,110464.792644830,56.3,HFET
379774:9549,78:78,04/21/24 03:33:00,STABLE BEAMS,6800,351538.441029239,343167.637235834,54.5,HFET
379774:9549,79:79,04/21/24 03:33:23,STABLE BEAMS,6800,345410.823311986,338227.564911496,53.5,HFET
379774:9549,80:80,04/21/24 03:33:46,STABLE BEAMS,6800,354634.366128676,346962.802285827,54.9,HFET
379774:9549,81:81,04/21/24 03:34:10,STABLE BEAMS,6800,355430.854561964,347576.429942153,55.1,HFET
379774:9549,82:82,04/21/24 03:34:33,STABLE BEAMS,6800,355353.762531833,347482.917408391,55.0,HFET
379774:9549,83:83,04/21/24 03:34:56,STABLE BEAMS,6800,356281.476544371,348386.427272871,55.2,HFET
379774:9549,84:84,04/21/24 03:35:20,STABLE BEAMS,6800,366381.172520459,357792.415869243,56.8,HFET
379774:9549,85:85,04/21/24 03:35:43,STABLE BEAMS,6800,372542.729066932,363704.848394348,57.7,HFET
379774:9549,86:86,04/21/24 03:36:06,STABLE BEAMS,6800,372477.884862367,363555.299042501,57.7,HFET
379774:9549,87:87,04/21/24 03:36:30,STABLE BEAMS,6800,371952.984117918,363151.862066397,57.6,HFET
379774:9549,88:88,04/21/24 03:36:53,STABLE BEAMS,6800,371274.666718853,362257.379066213,57.5,HFET
379774:9549,89:89,04/21/24 03:37:16,STABLE BEAMS,6800,383431.888097772,373773.204749495,59.4,HFET
379774:9549,90:90,04/21/24 03:37:40,STABLE BEAMS,6800,395252.138984038,378770.135855463,61.2,HFET
379774:9549,91:91,04/21/24 03:38:03,STABLE BEAMS,6800,394445.130960439,383665.865416780,61.1,HFET
379774:9549,92:92,04/21/24 03:38:26,STABLE BEAMS,6800,393984.229959833,383498.612158946,61.0,HFET
379774:9549,93:93,04/21/24 03:38:50,STABLE BEAMS,6800,392841.557448477,376759.286378118,60.9,HFET
379774:9549,94:94,04/21/24 03:39:13,STABLE BEAMS,6800,399914.626784801,389209.001846640,62.0,HFET
379774:9549,95:95,04/21/24 03:39:36,STABLE BEAMS,6800,404903.565487909,393882.632884635,62.7,HFET
379774:9549,96:96,04/21/24 03:39:59,STABLE BEAMS,6800,402466.415676949,391379.163560334,62.3,HFET
379774:9549,97:97,04/21/24 03:40:23,STABLE BEAMS,6800,393507.166264077,306784.054011324,61.0,HFET
379774:9549,98:98,04/21/24 03:40:46,STABLE BEAMS,6800,392765.271351530,371680.025450356,60.8,HFET
379774:9549,99:99,04/21/24 03:41:09,STABLE BEAMS,6800,391540.976286135,381383.000509108,60.7,HFET
379774:9549,100:100,04/21/24 03:41:33,STABLE BEAMS,6800,390738.229879958,380741.355518911,60.5,HFET
379774:9549,101:101,04/21/24 03:41:56,STABLE BEAMS,6800,389806.561684022,379849.410815649,60.4,HFET
379774:9549,102:102,04/21/24 03:42:19,STABLE BEAMS,6800,389420.603034206,378997.750391175,60.3,HFET
379774:9549,103:103,04/21/24 03:42:43,STABLE BEAMS,6800,388777.991227156,379047.609437019,60.2,HFET
379774:9549,104:104,04/21/24 03:43:06,STABLE BEAMS,6800,388071.878175422,378229.732969514,60.1,HFET
379774:9549,105:105,04/21/24 03:43:29,STABLE BEAMS,6800,386802.740201397,377118.442848122,59.9,HFET
379774:9549,106:106,04/21/24 03:43:53,STABLE BEAMS,6800,384613.682571567,374940.387263740,59.6,HFET
379774:9549,107:107,04/21/24 03:44:16,STABLE BEAMS,6800,387939.731080375,378120.942386828,60.1,HFET
379774:9549,108:108,04/21/24 03:44:39,STABLE BEAMS,6800,387353.594353197,377677.744282017,60.0,HFET
379774:9549,109:109,04/21/24 03:45:02,STABLE BEAMS,6800,385859.899805841,376127.189556110,59.8,HFET
379774:9549,110:110,04/21/24 03:45:26,STABLE BEAMS,6800,387747.576952420,377995.549470991,60.1,HFET
379774:9549,111:111,04/21/24 03:45:49,STABLE BEAMS,6800,397867.006890507,386939.180180896,61.6,HFET
379774:9549,112:112,04/21/24 03:46:12,STABLE BEAMS,6800,401626.927366624,390761.066838618,62.2,HFET
379774:9549,113:113,04/21/24 03:46:36,STABLE BEAMS,6800,392979.194324490,382865.599476624,60.9,HFET
379774:9549,114:114,04/21/24 03:46:59,STABLE BEAMS,6800,389589.260868175,376122.269981849,60.4,HFET
379774:9549,115:115,04/21/24 03:47:22,STABLE BEAMS,6800,388440.867410628,378657.812629404,60.2,HFET
379774:9549,116:116,04/21/24 03:47:46,STABLE BEAMS,6800,388129.773270251,378129.252543738,60.1,HFET
379774:9549,117:117,04/21/24 03:48:09,STABLE BEAMS,6800,387814.495353803,378120.886007821,60.1,HFET
379774:9549,118:118,04/21/24 03:48:32,STABLE BEAMS,6800,386901.524021458,377145.104509809,59.9,HFET
379774:9549,119:119,04/21/24 03:48:56,STABLE BEAMS,6800,386598.684995713,376926.592393137,59.9,HFET
379774:9549,120:120,04/21/24 03:49:19,STABLE BEAMS,6800,385755.357298327,376201.684069223,59.8,HFET
379774:9549,121:121,04/21/24 03:49:42,STABLE BEAMS,6800,384827.067731554,375186.105572078,59.6,HFET
379774:9549,122:122,04/21/24 03:50:06,STABLE BEAMS,6800,384727.439450771,375268.921353622,59.6,HFET
379774:9549,123:123,04/21/24 03:50:29,STABLE BEAMS,6800,383961.203783517,374411.499034596,59.5,HFET
379774:9549,124:124,04/21/24 03:50:52,STABLE BEAMS,6800,383363.011868459,374000.738487825,59.4,HFET
379774:9549,125:125,04/21/24 03:51:15,STABLE BEAMS,6800,389440.029562182,379668.325779041,60.3,HFET
379774:9549,126:126,04/21/24 03:51:39,STABLE BEAMS,6800,388339.012395429,378248.697780866,60.2,HFET
379774:9549,127:127,04/21/24 03:52:02,STABLE BEAMS,6800,387611.437932715,377933.380039951,60.0,HFET
379774:9549,128:128,04/21/24 03:52:25,STABLE BEAMS,6800,388010.257703594,378405.840997488,60.1,HFET
379774:9549,129:129,04/21/24 03:52:49,STABLE BEAMS,6800,387367.031814771,377605.093249866,60.0,HFET
379774:9549,130:130,04/21/24 03:53:12,STABLE BEAMS,6800,386763.042684724,377191.573774630,59.9,HFET
379774:9549,131:131,04/21/24 03:53:35,STABLE BEAMS,6800,386397.316496068,376730.654049362,59.9,HFET
379774:9549,132:132,04/21/24 03:53:59,STABLE BEAMS,6800,385324.326147208,375792.164065987,59.7,HFET
379774:9549,133:133,04/21/24 03:54:22,STABLE BEAMS,6800,384961.940060177,375410.790030437,59.6,HFET
379774:9549,134:134,04/21/24 03:54:45,STABLE BEAMS,6800,384097.382117036,374490.247710133,59.5,HFET
379774:9549,135:135,04/21/24 03:55:09,STABLE BEAMS,6800,383930.643583458,374456.262314290,59.5,HFET
379774:9549,136:136,04/21/24 03:55:32,STABLE BEAMS,6800,383890.984594323,374430.816913336,59.5,HFET
379774:9549,137:137,04/21/24 03:55:55,STABLE BEAMS,6800,383462.217918881,368558.078850366,59.4,HFET
379774:9549,138:138,04/21/24 03:56:18,STABLE BEAMS,6800,386045.450785622,224378.119805794,59.8,HFET
379774:9549,139:139,04/21/24 03:56:42,STABLE BEAMS,6800,389958.326372180,374901.308976580,60.4,HFET
379774:9549,140:140,04/21/24 03:57:05,STABLE BEAMS,6800,389998.561701827,379846.469713312,60.4,HFET
379774:9549,141:141,04/21/24 03:57:28,STABLE BEAMS,6800,388858.499627710,378910.563341483,60.2,HFET
379774:9549,142:142,04/21/24 03:57:52,STABLE BEAMS,6800,388001.350765928,378238.572716345,60.1,HFET
379774:9549,143:143,04/21/24 03:58:15,STABLE BEAMS,6800,387220.756907579,377605.279881370,60.0,HFET
379774:9549,144:144,04/21/24 03:58:38,STABLE BEAMS,6800,386984.988820814,377293.158089817,59.9,HFET
379774:9549,145:145,04/21/24 03:59:02,STABLE BEAMS,6800,386750.373415072,377106.704007395,59.9,HFET
379774:9549,146:146,04/21/24 03:59:25,STABLE BEAMS,6800,385730.133555361,376163.515112188,59.8,HFET
379774:9549,147:147,04/21/24 03:59:48,STABLE BEAMS,6800,385142.576813227,375658.548622094,59.7,HFET
379774:9549,148:148,04/21/24 04:00:12,STABLE BEAMS,6800,384740.608005858,375378.590019873,59.6,HFET
379774:9549,149:149,04/21/24 04:00:35,STABLE BEAMS,6800,384041.597387735,374636.823293936,59.5,HFET
379774:9549,151:151,04/21/24 04:01:23,STABLE BEAMS,6800,382926.759056585,374158.840328621,59.3,HFET
379774:9549,152:152,04/21/24 04:01:45,STABLE BEAMS,6800,388901.767624958,379176.255491604,60.2,HFET
379774:9549,153:153,04/21/24 04:02:08,STABLE BEAMS,6800,388730.614936361,379070.756298973,60.2,HFET
379774:9549,154:154,04/21/24 04:02:31,STABLE BEAMS,6800,388247.446591590,378574.828999878,60.1,HFET
379774:9549,155:155,04/21/24 04:02:55,STABLE BEAMS,6800,387659.774266843,377819.000659617,60.1,HFET
379774:9549,156:156,04/21/24 04:03:18,STABLE BEAMS,6800,387908.825705031,378224.282519169,60.1,HFET
379774:9549,157:157,04/21/24 04:03:41,STABLE BEAMS,6800,387418.439344038,372504.917885873,60.0,HFET
379774:9549,158:158,04/21/24 04:04:05,STABLE BEAMS,6800,386914.808159158,377359.575959058,59.9,HFET
379774:9549,159:159,04/21/24 04:04:28,STABLE BEAMS,6800,386783.198877085,377281.275923137,59.9,HFET
379774:9549,160:160,04/21/24 04:04:51,STABLE BEAMS,6800,385985.212587489,376215.327074477,59.8,HFET
379774:9549,161:161,04/21/24 04:05:15,STABLE BEAMS,6800,385261.861214658,375710.306103695,59.7,HFET
379774:9549,162:162,04/21/24 04:05:38,STABLE BEAMS,6800,384350.541062495,374873.124452089,59.5,HFET
379774:9549,163:163,04/21/24 04:06:01,STABLE BEAMS,6800,385117.160432572,375658.698454058,59.7,HFET
379774:9549,164:164,04/21/24 04:06:25,STABLE BEAMS,6800,388948.529833980,378598.966587638,60.3,HFET
379774:9549,165:165,04/21/24 04:06:48,STABLE BEAMS,6800,388516.000826553,203008.992316262,60.2,HFET
379774:9549,166:166,04/21/24 04:07:11,STABLE BEAMS,6800,387564.752778768,377882.095516370,60.0,HFET
379774:9549,167:167,04/21/24 04:07:35,STABLE BEAMS,6800,388141.752189331,378411.260246141,60.1,HFET
