#Data tag : 24v1 , Norm tag: composite
+-------------+-------------------+------+------+---------------------+---------------------+
| run:fill    | time              | nls  | ncms | delivered(/ub)      | recorded(/ub)       |
+-------------+-------------------+------+------+---------------------+---------------------+
| 356426:8067 | 07/29/22 13:50:08 | 22   | 22   | 3115109.992635315   | 2569637.730049863   |
| 356428:8067 | 07/29/22 14:11:32 | 300  | 300  | 47755357.144660629  | 45819524.094816037  |
| 356433:8067 | 07/29/22 17:20:28 | 310  | 310  | 49664722.445349827  | 47815436.275001287  |
| 356434:8067 | 07/29/22 19:22:54 | 13   | 13   | 1950283.754210785   | 1716760.531757903   |
| 356435:8067 | 07/29/22 19:31:01 | 4    | 4    | 596088.029013554    | 438618.883856015    |
| 356446:8068 | 07/29/22 22:05:30 | 612  | 612  | 95720053.962402046  | 92805782.865283266  |
| 356523:8076 | 07/31/22 18:51:42 | 866  | 866  | 164037215.833137512 | 160945095.518661052 |
| 356531:8076 | 08/01/22 02:10:15 | 56   | 56   | 9119290.223257868   | 8972442.464550741   |
| 356563:8078 | 08/01/22 14:49:18 | 294  | 294  | 52941361.174481407  | 51876776.914274804  |
| 356568:8079 | 08/01/22 18:52:46 | 20   | 20   | 3411277.275724513   | 3199443.911020064   |
| 356569:8079 | 08/01/22 19:05:00 | 248  | 248  | 46474619.570200801  | 45312650.609979689  |
| 356570:8079 | 08/01/22 20:47:20 | 98   | 98   | 19518264.515492558  | 19096323.343890429  |
| 356576:8081 | 08/02/22 05:11:08 | 181  | 181  | 26779136.755292401  | 26012516.247076884  |
| 356578:8081 | 08/02/22 06:39:29 | 864  | 864  | 157224972.448622853 | 154532408.869951516 |
| 356580:8081 | 08/02/22 12:21:24 | 50   | 50   | 7879273.584410717   | 7737179.701213261   |
| 356582:8081 | 08/02/22 13:25:57 | 98   | 98   | 14402744.614840575  | 14266999.915364215  |
| 356614:8083 | 08/02/22 18:26:15 | 50   | 50   | 9273548.948502982   | 7887264.165263480   |
| 356615:8083 | 08/02/22 18:53:13 | 1294 | 1294 | 235157789.152105421 | 231009012.083553493 |
| 356619:8083 | 08/03/22 03:31:02 | 173  | 173  | 24261009.070755668  | 23994573.117185120  |
| 356810:8094 | 08/05/22 02:20:11 | 120  | 120  | 26112336.082533456  | 25467671.811063319  |
| 356811:8094 | 08/05/22 03:13:06 | 44   | 44   | 13371369.988187982  | 12876828.682254467  |
| 356812:8094 | 08/05/22 03:35:55 | 107  | 107  | 31002956.539964292  | 30017322.135696352  |
| 356813:8094 | 08/05/22 04:22:46 | 54   | 54   | 15021088.114045769  | 14540906.587902311  |
| 356814:8094 | 08/05/22 04:48:52 | 668  | 668  | 158955488.134907901 | 156110900.416506946 |
| 356815:8094 | 08/05/22 09:13:01 | 98   | 98   | 19544334.560998861  | 19132266.976026159  |
| 356824:8094 | 08/05/22 10:39:04 | 62   | 62   | 9670483.824176621   | 9476723.076317918   |
| 356908:8098 | 08/06/22 01:30:07 | 26   | 26   | 7645125.695481076   | 7133667.274457059   |
| 356919:8099 | 08/06/22 03:56:45 | 88   | 88   | 21980426.832596965  | 21177151.769593809  |
| 356937:8100 | 08/06/22 14:02:16 | 118  | 118  | 29421919.748971209  | 28098965.025965799  |
| 356946:8102 | 08/06/22 19:52:44 | 121  | 121  | 36294836.536373459  | 34494078.934779942  |
| 356947:8102 | 08/06/22 20:46:12 | 345  | 345  | 93513130.489997968  | 90602295.498357862  |
| 356948:8102 | 08/06/22 23:03:58 | 85   | 85   | 20836185.973431688  | 19945890.575277086  |
| 356949:8102 | 08/06/22 23:40:25 | 94   | 94   | 22015866.625383221  | 21383048.118396845  |
| 356951:8102 | 08/07/22 00:29:25 | 268  | 268  | 58692665.449849531  | 57457346.868962213  |
| 356954:8102 | 08/07/22 02:28:59 | 359  | 359  | 69321290.494180173  | 67964380.749960542  |
| 356955:8102 | 08/07/22 04:51:58 | 380  | 380  | 64559042.711551428  | 63311519.793737672  |
| 356956:8102 | 08/07/22 07:20:44 | 109  | 109  | 15088548.561057048  | 14964202.973308163  |
| 356968:8103 | 08/07/22 11:00:07 | 172  | 172  | 49077896.702606089  | 47170284.084121749  |
| 356969:8103 | 08/07/22 12:14:36 | 222  | 222  | 65423970.684779823  | 62926160.720931232  |
| 356970:8103 | 08/07/22 13:48:42 | 365  | 365  | 97226945.626314998  | 94907616.503879264  |
| 356998:8106 | 08/08/22 06:36:19 | 5    | 5    | 1659952.521758122   | 1565209.785851713   |
| 356999:8106 | 08/08/22 06:44:07 | 51   | 51   | 16468714.668363452  | 15828661.523969028  |
| 357000:8106 | 08/08/22 07:08:08 | 48   | 48   | 11401537.918367838  | 10917800.606438385  |
| 357001:8106 | 08/08/22 07:29:31 | 183  | 183  | 52590117.003870293  | 50873486.095984243  |
| 357079:8112 | 08/09/22 04:42:08 | 21   | 21   | 8066931.075580312   | 7410198.954765335   |
| 357080:8112 | 08/09/22 04:52:58 | 613  | 613  | 197397449.439134955 | 190553423.776236445 |
| 357081:8112 | 08/09/22 09:12:46 | 759  | 759  | 180206745.064945042 | 176532357.237330705 |
| 357101:8113 | 08/09/22 18:11:07 | 50   | 50   | 18001011.866396550  | 17151832.269585036  |
| 357102:8113 | 08/09/22 18:48:55 | 105  | 105  | 36305119.857850708  | 34697243.849589430  |
| 357104:8113 | 08/09/22 19:59:35 | 4    | 4    | 1309937.121056056   | 1251199.477176333   |
| 357106:8113 | 08/09/22 20:26:05 | 58   | 58   | 18185796.505638335  | 17022676.936934926  |
| 357112:8113 | 08/09/22 21:05:03 | 519  | 519  | 140533868.266904026 | 134186514.223421857 |
| 357268:8115 | 08/10/22 19:34:00 | 73   | 73   | 22928020.900668506  | 21037666.176363669  |
| 357271:8115 | 08/10/22 20:10:57 | 1569 | 1569 | 447671656.805212319 | 416895272.446077466 |
| 357328:8118 | 08/11/22 19:45:57 | 60   | 60   | 17976114.436461866  | 16387206.511043925  |
| 357329:8118 | 08/11/22 20:13:21 | 664  | 664  | 230485152.890492082 | 216058018.611449063 |
| 357330:8118 | 08/12/22 00:34:27 | 156  | 156  | 46027943.981632948  | 42451168.199680105  |
| 357331:8118 | 08/12/22 01:38:29 | 23   | 23   | 6488921.018000416   | 5561527.798020330   |
| 357332:8118 | 08/12/22 01:50:29 | 428  | 428  | 109845358.747644782 | 97896931.169098452  |
| 357333:8118 | 08/12/22 04:41:18 | 207  | 207  | 44838849.603149615  | 43020696.521997981  |
| 357401:8120 | 08/12/22 18:57:25 | 617  | 617  | 171966893.987817556 | 167341760.785119534 |
| 357406:8121 | 08/13/22 02:47:20 | 125  | 125  | 35216409.713152900  | 33323347.675838765  |
| 357438:8124 | 08/13/22 14:37:25 | 196  | 196  | 66695698.994591385  | 61744524.734590203  |
| 357440:8124 | 08/13/22 16:04:46 | 352  | 352  | 120011894.275896177 | 113610384.813534021 |
| 357441:8124 | 08/13/22 18:25:23 | 83   | 83   | 25409237.927219894  | 24716945.937618863  |
| 357442:8124 | 08/13/22 19:03:01 | 1361 | 1361 | 315098352.427634895 | 306823254.831798136 |
| 357447:8125 | 08/14/22 06:45:20 | 11   | 11   | 2762521.953786488   | 2405447.499562574   |
| 357472:8128 | 08/14/22 18:42:00 | 27   | 27   | 7465596.810954046   | 7182111.602557891   |
| 357478:8128 | 08/15/22 03:49:42 | 8    | 8    | 2264845.895318532   | 1606762.847733520   |
| 357479:8128 | 08/15/22 03:54:43 | 1044 | 1044 | 344427042.937144995 | 327925713.876898825 |
