#Data tag : 24v1 , Norm tag: composite
+-------------+-------------------+------+------+---------------------+---------------------+
| run:fill    | time              | nls  | ncms | delivered(/ub)      | recorded(/ub)       |
+-------------+-------------------+------+------+---------------------+---------------------+
| 367095:8728 | 05/06/23 11:29:02 | 564  | 564  | 117401140.543451622 | 110662262.679254606 |
| 367100:8729 | 05/06/23 18:09:21 | 344  | 344  | 69488671.253257558  | 65795355.540479556  |
| 367102:8729 | 05/06/23 20:28:48 | 75   | 75   | 16483538.009159563  | 15265524.973761806  |
| 367103:8729 | 05/06/23 21:02:02 | 64   | 64   | 14139129.719475821  | 12947793.525076287  |
| 367104:8729 | 05/06/23 21:31:30 | 1082 | 1082 | 193084854.237645298 | 185123492.939594150 |
| 367111:8730 | 05/07/23 07:24:47 | 286  | 286  | 55870730.087975480  | 52072537.934225008  |
| 367112:8730 | 05/07/23 09:19:36 | 1438 | 1438 | 257591946.333143681 | 246106150.584125161 |
| 367127:8731 | 05/07/23 20:42:33 | 331  | 331  | 99138271.307928443  | 92936894.000254825  |
| 367128:8731 | 05/07/23 22:54:20 | 7    | 7    | 2429278.114368823   | 2167411.514511350   |
| 367129:8731 | 05/07/23 23:01:54 | 3    | 3    | 1025454.867208227   | 981344.349744835    |
| 367130:8731 | 05/07/23 23:05:47 | 153  | 153  | 43368653.029276185  | 41032875.182179533  |
| 367131:8731 | 05/08/23 00:12:34 | 148  | 148  | 39566736.523135886  | 38102842.249302879  |
| 367133:8731 | 05/08/23 01:12:46 | 275  | 275  | 83534010.169065341  | 80151866.567001835  |
| 367228:8736 | 05/08/23 21:46:35 | 239  | 239  | 58229584.145895533  | 54747174.410928153  |
| 367229:8736 | 05/08/23 23:25:47 | 34   | 34   | 11661676.554927908  | 10909128.627429396  |
| 367230:8736 | 05/08/23 23:44:57 | 1    | 1    | 326984.524854100    | 293418.807610296    |
| 367231:8736 | 05/08/23 23:48:31 | 22   | 22   | 7537256.847158468   | 6908396.502102908   |
| 367232:8736 | 05/08/23 23:59:29 | 992  | 992  | 322862710.578238964 | 310193099.360299885 |
| 367234:8736 | 05/09/23 06:33:08 | 501  | 501  | 130492131.393940851 | 125914456.813678771 |
| 367260:8738 | 05/09/23 16:06:48 | 187  | 187  | 52307932.680719040  | 49688225.092929378  |
| 367262:8738 | 05/09/23 17:32:02 | 262  | 262  | 90094776.703009740  | 83960726.616039976  |
| 367263:8738 | 05/09/23 19:23:59 | 12   | 12   | 4069680.082664820   | 3430310.950937434   |
| 367264:8738 | 05/09/23 19:31:14 | 847  | 847  | 230262940.381934822 | 219548586.541347146 |
| 367267:8739 | 05/10/23 03:37:29 | 278  | 278  | 66225024.922147416  | 61915570.329772539  |
| 367269:8739 | 05/10/23 05:33:29 | 32   | 32   | 10973889.560179999  | 9556139.211275222   |
| 367270:8739 | 05/10/23 05:48:56 | 960  | 960  | 288408864.670225680 | 273742455.594698787 |
| 367271:8739 | 05/10/23 12:08:10 | 135  | 135  | 30611948.765993338  | 29373824.989435229  |
| 367312:8741 | 05/10/23 19:23:55 | 216  | 216  | 45181264.670834713  | 42351382.638075836  |
| 367314:8741 | 05/10/23 20:55:00 | 20   | 20   | 6983181.059929335   | 6394846.173014662   |
| 367315:8741 | 05/10/23 21:11:42 | 893  | 893  | 259166276.660030246 | 248045430.382559687 |
| 367334:8746 | 05/11/23 09:40:36 | 299  | 299  | 92265591.169686288  | 84844940.447704107  |
| 367336:8746 | 05/11/23 11:40:58 | 169  | 169  | 66631949.356410228  | 63417563.682388075  |
| 367337:8746 | 05/11/23 12:49:42 | 1046 | 1046 | 299140495.166042507 | 287974920.805559576 |
| 367355:8750 | 05/12/23 01:30:34 | 4    | 4    | 961315.875162671    | 825602.692442710    |
| 367406:8754 | 05/12/23 14:38:10 | 429  | 429  | 161079715.373835385 | 151456856.741382450 |
| 367413:8754 | 05/12/23 18:13:16 | 1293 | 1293 | 429490932.444319248 | 405675167.340422809 |
| 367415:8754 | 05/13/23 02:52:02 | 97   | 97   | 22769184.251913130  | 22039878.463063359  |
| 367416:8754 | 05/13/23 03:40:55 | 55   | 55   | 12382056.471759314  | 11820927.841392487  |
| 367475:8771 | 05/14/23 10:33:10 | 575  | 575  | 238211545.706146061 | 219625404.211513668 |
| 367477:8771 | 05/14/23 14:23:22 | 1289 | 1289 | 406948310.393039882 | 391243591.433757007 |
| 367515:8773 | 05/15/23 05:38:07 | 625  | 625  | 250928039.937097430 | 232750293.238583028 |
+-------------+-------------------+------+------+---------------------+---------------------+
#Summary: 
+-------+------+-------+-------+----------------------+----------------------+
| nfill | nrun | nls   | ncms  | totdelivered(/ub)    | totrecorded(/ub)     |
+-------+------+-------+-------+----------------------+----------------------+
| 13    | 41   | 16282 | 16282 | 4589327674.543188095 | 4351994671.979856491 |
+-------+------+-------+-------+----------------------+----------------------+
#Check JSON:
#(run,ls) in json but not in results: []
